Reference,Item number,Type,Word,CHILDES Count,CHILDES Total Count,CHILDES Frequency per 1000 words
Deacon et al. (2007),266,Input,shakes,34,3826525,0.008885346365
Deacon et al. (2007),266,Target,shook,40,3826525,0.01045334866
Deacon et al. (2007),268,Input,keeping,58,3826525,0.01515735556
Deacon et al. (2007),268,Target,kept,165,3826525,0.04312006324
Deacon et al. (2007),270,Input,fed,53,3826525,0.01385068698
Deacon et al. (2007),270,Target,feeds,8,3826525,0.002090669733
Deacon et al. (2007),272,Input,left,988,3826525,0.258197712
Deacon et al. (2007),272,Target,leaves,255,3826525,0.06664009774
Deacon et al. (2007),274,Input,laughed,41,3826525,0.01071468238
Deacon et al. (2007),274,Target,laughs,26,3826525,0.006794676632
Deacon et al. (2007),276,Input,slams,0,3826525,0
Deacon et al. (2007),276,Target,slammed,9,3826525,0.00235200345
Deacon et al. (2007),278,Input,runs,82,3826525,0.02142936476
Deacon et al. (2007),278,Target,ran,377,3826525,0.09852281117
Deacon et al. (2014),288,Input,strong,259,3826525,0.06768543261
Deacon et al. (2014),288,Target,strongest,3,3826525,0.0007840011499
Deacon et al. (2014),290,Input,chill,5,3826525,0.001306668583
Deacon et al. (2014),290,Target,chilly,42,3826525,0.0109760161
Deacon et al. (2014),292,Input,write,1247,3826525,0.3258831446
Deacon et al. (2014),292,Target,writer,10,3826525,0.002613337166
Deacon et al. (2014),294,Input,curl,28,3826525,0.007317344065
Deacon et al. (2014),294,Target,curly,36,3826525,0.009408013798
Deacon et al. (2014),296,Input,store,1098,3826525,0.2869444209
Deacon et al. (2014),296,Target,storage,4,3826525,0.001045334866
Deacon et al. (2014),298,Input,bite,645,3826525,0.1685602472
Deacon et al. (2014),298,Target,biting,95,3826525,0.02482670308
Deacon et al. (2014),300,Input,goose,132,3826525,0.03449605059
Deacon et al. (2014),300,Target,geese,30,3826525,0.007840011499
Deacon et al. (2014),302,Input,obedient,2,3826525,0.0005226674332
Deacon et al. (2014),302,Target,obedience,0,3826525,0
Deacon et al. (2014),304,Input,strong,259,3826525,0.06768543261
Deacon et al. (2014),304,Target,strength,11,3826525,0.002874670883
Deacon et al. (2014),306,Input,clean,1330,3826525,0.3475738431
Deacon et al. (2014),306,Target,cleaner,101,3826525,0.02639470538
Deacon et al. (2014),308,Input,deep,131,3826525,0.03423471688
Deacon et al. (2014),308,Target,depth,0,3826525,0
Deacon et al. (2014),310,Input,mouse,728,3826525,0.1902509457
Deacon et al. (2014),310,Target,mice,184,3826525,0.04808540386
Deacon et al. (2014),312,Input,scratch,135,3826525,0.03528005174
Deacon et al. (2014),312,Target,scratched,35,3826525,0.009146680082
Deacon et al. (2014),314,Input,true,217,3826525,0.05670941651
Deacon et al. (2014),314,Target,truth,38,3826525,0.009930681232
Deacon et al. (2014),316,Input,farm,446,3826525,0.1165548376
Deacon et al. (2014),316,Target,farmer,203,3826525,0.05305074447
Deacon et al. (2014),318,Input,mild,4,3826525,0.001045334866
Deacon et al. (2014),318,Target,mildly,1,3826525,0.0002613337166
Deacon et al. (2014),320,Input,sing,1143,3826525,0.2987044381
Deacon et al. (2014),320,Target,sang,78,3826525,0.0203840299
Deacon et al. (2014),322,Input,science,24,3826525,0.006272009199
Deacon et al. (2014),322,Target,scientist,5,3826525,0.001306668583
Deacon et al. (2014),324,Input,shrink,8,3826525,0.002090669733
Deacon et al. (2014),324,Target,shrinkage,0,3826525,0
Deacon et al. (2014),326,Input,bold,5,3826525,0.001306668583
Deacon et al. (2014),326,Target,boldly,0,3826525,0
Deacon et al. (2014),328,Input,fly,648,3826525,0.1693442484
Deacon et al. (2014),328,Target,flying,368,3826525,0.09617080772
Ku & Anderson (2003),330,Input,grow,331,3826525,0.0865014602
Ku & Anderson (2003),330,Target,growth,3,3826525,0.0007840011499
Ku & Anderson (2003),331,Input,dance,546,3826525,0.1426882093
Ku & Anderson (2003),331,Target,dancer,24,3826525,0.006272009199
Ku & Anderson (2003),332,Input,art,70,3826525,0.01829336016
Ku & Anderson (2003),332,Target,artist,43,3826525,0.01123734981
Ku & Anderson (2003),333,Input,baker,27,3826525,0.007056010349
Ku & Anderson (2003),333,Target,bakery,19,3826525,0.004965340616
Ku & Anderson (2003),334,Input,dirt,265,3826525,0.06925343491
Ku & Anderson (2003),334,Target,dirty,910,3826525,0.2378136821
Ku & Anderson (2003),335,Input,after,0,3826525,0
Ku & Anderson (2003),335,Target,afternoon,0,3826525,0
Ku & Anderson (2003),336,Input,man,8,3826525,0.002090669733
Ku & Anderson (2003),336,Target,many,8,3826525,0.002090669733
Ku & Anderson (2003),337,Input,person,469,3826525,0.1225655131
Ku & Anderson (2003),337,Target,personal,6,3826525,0.0015680023
Ku & Anderson (2003),338,Input,pain,18,3826525,0.004704006899
Ku & Anderson (2003),338,Target,painful,5,3826525,0.001306668583
Ku & Anderson (2003),339,Input,fire,976,3826525,0.2550617074
Ku & Anderson (2003),339,Target,fireplace,63,3826525,0.01646402415
Levesque et al. (2019),340,Input,agree,33,3826525,0.008624012649
Levesque et al. (2019),340,Target,agreeable,4,3826525,0.001045334866
Levesque et al. (2019),341,Input,depend,1,3826525,0.0002613337166
Levesque et al. (2019),341,Target,dependable,1,3826525,0.0002613337166
Levesque et al. (2019),342,Input,fear,36,3826525,0.009408013798
Levesque et al. (2019),342,Target,fearless,0,3826525,0
Levesque et al. (2019),343,Input,forget,459,3826525,0.1199521759
Levesque et al. (2019),343,Target,forgetful,1,3826525,0.0002613337166
Levesque et al. (2019),344,Input,knowledge,4,3826525,0.001045334866
Levesque et al. (2019),344,Target,knowledgeable,1,3826525,0.0002613337166
Levesque et al. (2019),345,Input,local,5,3826525,0.001306668583
Levesque et al. (2019),345,Target,locally,0,3826525,0
Levesque et al. (2019),346,Input,loud,415,3826525,0.1084534924
Levesque et al. (2019),346,Target,loudness,0,3826525,0
Levesque et al. (2019),347,Input,measure,97,3826525,0.02534937051
Levesque et al. (2019),347,Target,measurable,0,3826525,0
Levesque et al. (2019),348,Input,purpose,36,3826525,0.009408013798
Levesque et al. (2019),348,Target,purposeful,0,3826525,0
Levesque et al. (2019),349,Input,question,321,3826525,0.08388812304
Levesque et al. (2019),349,Target,questionable,0,3826525,0
Levesque et al. (2019),350,Input,respect,6,3826525,0.0015680023
Levesque et al. (2019),350,Target,respectful,0,3826525,0
Levesque et al. (2019),351,Input,rich,21,3826525,0.005488008049
Levesque et al. (2019),351,Target,richness,0,3826525,0
Levesque et al. (2019),352,Input,sense,102,3826525,0.0266560391
Levesque et al. (2019),352,Target,senseless,0,3826525,0
Levesque et al. (2019),353,Input,serious,42,3826525,0.0109760161
Levesque et al. (2019),353,Target,seriousness,0,3826525,0
Levesque et al. (2019),354,Input,slow,206,3826525,0.05383474562
Levesque et al. (2019),354,Target,slowness,0,3826525,0
Levesque et al. (2019),355,Input,smooth,94,3826525,0.02456536936
Levesque et al. (2019),355,Target,smoothness,0,3826525,0
Levesque et al. (2019),356,Input,soft,343,3826525,0.0896374648
Levesque et al. (2019),356,Target,softness,0,3826525,0
Levesque et al. (2019),357,Input,speech,27,3826525,0.007056010349
Levesque et al. (2019),357,Target,speechless,2,3826525,0.0005226674332
Levesque et al. (2019),358,Input,taste,538,3826525,0.1405975395
Levesque et al. (2019),358,Target,tasteless,1,3826525,0.0002613337166
Levesque et al. (2019),359,Input,weight,31,3826525,0.008101345215
Levesque et al. (2019),359,Target,weightless,0,3826525,0
Levesque et al. (2019),360,Input,align,0,3826525,0
Levesque et al. (2019),360,Target,alignment,0,3826525,0
Levesque et al. (2019),361,Input,appraise,0,3826525,0
Levesque et al. (2019),361,Target,appraisal,0,3826525,0
Levesque et al. (2019),362,Input,cease,1,3826525,0.0002613337166
Levesque et al. (2019),362,Target,ceaseless,0,3826525,0
Levesque et al. (2019),363,Input,conceive,1,3826525,0.0002613337166
Levesque et al. (2019),363,Target,conceivable,3,3826525,0.0007840011499
Levesque et al. (2019),364,Input,confine,2,3826525,0.0005226674332
Levesque et al. (2019),364,Target,confinement,0,3826525,0
Levesque et al. (2019),365,Input,coward,1,3826525,0.0002613337166
Levesque et al. (2019),365,Target,cowardly,3,3826525,0.0007840011499
Levesque et al. (2019),366,Input,dispose,2,3826525,0.0005226674332
Levesque et al. (2019),366,Target,disposable,0,3826525,0
Levesque et al. (2019),367,Input,endorse,0,3826525,0
Levesque et al. (2019),367,Target,endorsement,0,3826525,0
Levesque et al. (2019),368,Input,envy,2,3826525,0.0005226674332
Levesque et al. (2019),368,Target,envious,3,3826525,0.0007840011499
Levesque et al. (2019),369,Input,eternal,0,3826525,0
Levesque et al. (2019),369,Target,eternally,1,3826525,0.0002613337166
Levesque et al. (2019),370,Input,forgive,5,3826525,0.001306668583
Levesque et al. (2019),370,Target,forgiveness,0,3826525,0
Levesque et al. (2019),371,Input,fright,13,3826525,0.003397338316
Levesque et al. (2019),371,Target,frightful,2,3826525,0.0005226674332
Levesque et al. (2019),372,Input,hazard,1,3826525,0.0002613337166
Levesque et al. (2019),372,Target,hazardous,0,3826525,0
Levesque et al. (2019),373,Input,install,0,3826525,0
Levesque et al. (2019),373,Target,installment,0,3826525,0
Levesque et al. (2019),374,Input,mourn,1,3826525,0.0002613337166
Levesque et al. (2019),374,Target,mournful,0,3826525,0
Levesque et al. (2019),375,Input,nourish,0,3826525,0
Levesque et al. (2019),375,Target,nourishment,0,3826525,0
Levesque et al. (2019),376,Input,rehearse,0,3826525,0
Levesque et al. (2019),376,Target,rehearsal,0,3826525,0
Levesque et al. (2019),377,Input,resent,1,3826525,0.0002613337166
Levesque et al. (2019),377,Target,resentful,0,3826525,0
Levesque et al. (2019),378,Input,stain,9,3826525,0.00235200345
Levesque et al. (2019),378,Target,stainless,0,3826525,0
Levesque et al. (2019),379,Input,timid,1,3826525,0.0002613337166
Levesque et al. (2019),379,Target,timidly,0,3826525,0
Gómez (2009),380,Input,music,507,3826525,0.1324961943
Gómez (2009),380,Target,musician,5,3826525,0.001306668583
Gómez (2009),381,Input,popular,9,3826525,0.00235200345
Gómez (2009),381,Target,popularity,0,3826525,0
Gómez (2009),382,Input,growth,3,3826525,0.0007840011499
Gómez (2009),382,Target,grow,331,3826525,0.0865014602
Gómez (2009),383,Input,slow,206,3826525,0.05383474562
Gómez (2009),383,Target,slowest,2,3826525,0.0005226674332
Gómez (2009),384,Input,science,24,3826525,0.006272009199
Gómez (2009),384,Target,scientist,5,3826525,0.001306668583
Gómez (2009),385,Input,four,1855,3826525,0.4847740443
Gómez (2009),385,Target,fourth,64,3826525,0.01672535786
Gómez (2009),386,Input,local,5,3826525,0.001306668583
Gómez (2009),386,Target,locality,0,3826525,0
Gómez (2009),387,Input,produce,4,3826525,0.001045334866
Gómez (2009),387,Target,production,3,3826525,0.0007840011499
Gómez (2009),388,Input,vary,0,3826525,0
Gómez (2009),388,Target,varied,0,3826525,0
Gómez (2009),389,Input,wide,175,3826525,0.04573340041
Gómez (2009),389,Target,width,0,3826525,0
Gómez (2009),390,Input,assist,0,3826525,0
Gómez (2009),390,Target,assistance,1,3826525,0.0002613337166
Gómez (2009),391,Input,calm,57,3826525,0.01489602185
Gómez (2009),391,Target,calmly,0,3826525,0
Gómez (2009),392,Input,magic,260,3826525,0.06794676632
Gómez (2009),392,Target,magician,11,3826525,0.002874670883
Gómez (2009),393,Input,strong,259,3826525,0.06768543261
Gómez (2009),393,Target,strength,11,3826525,0.002874670883
Gómez (2009),394,Input,discuss,12,3826525,0.003136004599
Gómez (2009),394,Target,discussion,13,3826525,0.003397338316
Gómez (2009),395,Input,appear,11,3826525,0.002874670883
Gómez (2009),395,Target,appearance,1,3826525,0.0002613337166
Gómez (2009),396,Input,remark,0,3826525,0
Gómez (2009),396,Target,remarkable,3,3826525,0.0007840011499
Gómez (2009),397,Input,major,0,3826525,0
Gómez (2009),397,Target,majority,1,3826525,0.0002613337166
Gómez (2009),398,Input,density,0,3826525,0
Gómez (2009),398,Target,dense,4,3826525,0.001045334866
Gómez (2009),399,Input,mystery,16,3826525,0.004181339466
Gómez (2009),399,Target,mysterious,10,3826525,0.002613337166
Gómez (2009),400,Input,permit,0,3826525,0
Gómez (2009),400,Target,permission,8,3826525,0.002090669733
Gómez (2009),401,Input,jacket,293,3826525,0.07657077897
Gómez (2009),401,Target,jackets,18,3826525,0.004704006899
Gómez (2009),402,Input,human,42,3826525,0.0109760161
Gómez (2009),402,Target,humanity,0,3826525,0
Gómez (2009),403,Input,skip,67,3826525,0.01750935901
Gómez (2009),403,Target,skipped,50,3826525,0.01306668583
Gómez (2009),404,Input,description,2,3826525,0.0005226674332
Gómez (2009),404,Target,describe,21,3826525,0.005488008049
Gómez (2009),405,Input,runner,10,3826525,0.002613337166
Gómez (2009),405,Target,run,855,3826525,0.2234403277
Gómez (2009),406,Input,cloud,67,3826525,0.01750935901
Gómez (2009),406,Target,cloudy,8,3826525,0.002090669733
McCutchen & Logan (2011),407,Input,four,1855,3826525,0.4847740443
McCutchen & Logan (2011),407,Target,fourth,64,3826525,0.01672535786
McCutchen & Logan (2011),408,Input,ill,18,3826525,0.004704006899
McCutchen & Logan (2011),408,Target,illness,3,3826525,0.0007840011499
McCutchen & Logan (2011),409,Input,allow,5,3826525,0.001306668583
McCutchen & Logan (2011),409,Target,allowance,18,3826525,0.004704006899
McCutchen & Logan (2011),410,Input,strong,259,3826525,0.06768543261
McCutchen & Logan (2011),410,Target,strength,11,3826525,0.002874670883
McCutchen & Logan (2011),411,Input,art,70,3826525,0.01829336016
McCutchen & Logan (2011),411,Target,artist,43,3826525,0.01123734981
McCutchen & Logan (2011),412,Input,quick,275,3826525,0.07186677207
McCutchen & Logan (2011),412,Target,quickly,137,3826525,0.03580271918
McCutchen & Logan (2011),413,Input,victory,2,3826525,0.0005226674332
McCutchen & Logan (2011),413,Target,victorious,0,3826525,0
McCutchen & Logan (2011),414,Input,assume,14,3826525,0.003658672033
McCutchen & Logan (2011),414,Target,assumption,0,3826525,0
McCutchen & Logan (2011),415,Input,music,507,3826525,0.1324961943
McCutchen & Logan (2011),415,Target,musician,5,3826525,0.001306668583
McCutchen & Logan (2011),416,Input,care,533,3826525,0.139290871
McCutchen & Logan (2011),416,Target,careful,3329,3826525,0.8699799426
McCutchen & Logan (2011),417,Input,sad,441,3826525,0.115248169
McCutchen & Logan (2011),417,Target,sadness,1,3826525,0.0002613337166
McCutchen & Logan (2011),418,Input,decide,130,3826525,0.03397338316
McCutchen & Logan (2011),418,Target,decision,20,3826525,0.005226674332
McCutchen & Logan (2011),419,Input,swim,351,3826525,0.09172813453
McCutchen & Logan (2011),419,Target,swimmer,14,3826525,0.003658672033
McCutchen & Logan (2011),420,Input,examine,15,3826525,0.003920005749
McCutchen & Logan (2011),420,Target,examination,7,3826525,0.001829336016
McCutchen & Logan (2011),421,Input,nerve,4,3826525,0.001045334866
McCutchen & Logan (2011),421,Target,nervous,41,3826525,0.01071468238
McCutchen & Logan (2011),422,Input,trick,191,3826525,0.04991473987
McCutchen & Logan (2011),422,Target,tricky,63,3826525,0.01646402415
McCutchen & Logan (2011),423,Input,five,1965,3826525,0.5135207532
McCutchen & Logan (2011),423,Target,fifth,60,3826525,0.015680023
McCutchen & Logan (2011),424,Input,absent,15,3826525,0.003920005749
McCutchen & Logan (2011),424,Target,absence,0,3826525,0
McCutchen & Logan (2011),425,Input,win,177,3826525,0.04625606784
McCutchen & Logan (2011),425,Target,winner,44,3826525,0.01149868353
McCutchen & Logan (2011),426,Input,distant,2,3826525,0.0005226674332
McCutchen & Logan (2011),426,Target,distance,30,3826525,0.007840011499
McCutchen & Logan (2011),427,Input,science,24,3826525,0.006272009199
McCutchen & Logan (2011),427,Target,scientist,5,3826525,0.001306668583
McCutchen & Logan (2011),428,Input,deep,131,3826525,0.03423471688
McCutchen & Logan (2011),428,Target,depth,0,3826525,0
McCutchen & Logan (2011),429,Input,pain,18,3826525,0.004704006899
McCutchen & Logan (2011),429,Target,painful,5,3826525,0.001306668583
McCutchen & Logan (2011),430,Input,think,15015,3826525,3.923925755
McCutchen & Logan (2011),430,Target,thought,1871,3826525,0.4889553838
McCutchen & Logan (2011),431,Input,accept,5,3826525,0.001306668583
McCutchen & Logan (2011),431,Target,acceptable,2,3826525,0.0005226674332
McCutchen & Logan (2011),432,Input,comfort,11,3826525,0.002874670883
McCutchen & Logan (2011),432,Target,comfortable,114,3826525,0.02979204369
McCutchen & Logan (2011),433,Input,sign,193,3826525,0.05043740731
McCutchen & Logan (2011),433,Target,signature,0,3826525,0
McCutchen & Logan (2011),434,Input,long,1937,3826525,0.5062034091
McCutchen & Logan (2011),434,Target,length,10,3826525,0.002613337166
McCutchen & Logan (2011),435,Input,know,19207,3826525,5.019436695
McCutchen & Logan (2011),435,Target,knowledge,4,3826525,0.001045334866
McCutchen & Logan (2011),436,Input,excel,0,3826525,0
McCutchen & Logan (2011),436,Target,excellent,176,3826525,0.04599473413
Roth (2007),437,Input,walk,1020,3826525,0.266560391
Roth (2007),437,Target,walked,167,3826525,0.04364273068
Roth (2007),438,Input,sneaker,20,3826525,0.005226674332
Roth (2007),438,Target,sneakers,124,3826525,0.03240538086
Roth (2007),439,Input,low,109,3826525,0.02848537511
Roth (2007),439,Target,lower,33,3826525,0.008624012649
Roth (2007),440,Input,stood,75,3826525,0.01960002875
Roth (2007),440,Target,stand,956,3826525,0.2498350331
Roth (2007),441,Input,lose,246,3826525,0.06428809429
Roth (2007),441,Target,lost,553,3826525,0.1445175453
Roth (2007),442,Input,say,8290,3826525,2.166456511
Roth (2007),442,Target,said,5191,3826525,1.356583323
Roth (2007),443,Input,child,231,3826525,0.06036808854
Roth (2007),443,Target,children,715,3826525,0.1868536074
Roth (2007),444,Input,kept,165,3826525,0.04312006324
Roth (2007),444,Target,keep,1781,3826525,0.4654353493
Roth (2007),445,Input,taller,74,3826525,0.01933869503
Roth (2007),445,Target,tall,409,3826525,0.1068854901
Roth (2007),446,Input,person,469,3826525,0.1225655131
Roth (2007),446,Target,people,2233,3826525,0.5835581892
Roth (2007),447,Input,fun,1322,3826525,0.3454831734
Roth (2007),447,Target,funny,1874,3826525,0.489739385
Roth (2007),448,Input,bake,86,3826525,0.02247469963
Roth (2007),448,Target,baker,27,3826525,0.007056010349
Roth (2007),449,Input,sun,596,3826525,0.1557548951
Roth (2007),449,Target,sunny,110,3826525,0.02874670883
Roth (2007),450,Input,work,1849,3826525,0.483206042
Roth (2007),450,Target,worker,27,3826525,0.007056010349
Roth (2007),451,Input,deep,131,3826525,0.03423471688
Roth (2007),451,Target,depth,0,3826525,0
Roth (2007),452,Input,action,20,3826525,0.005226674332
Roth (2007),452,Target,act,78,3826525,0.0203840299
Roth (2007),453,Input,art,70,3826525,0.01829336016
Roth (2007),453,Target,artist,43,3826525,0.01123734981
Roth (2007),454,Input,wide,175,3826525,0.04573340041
Roth (2007),454,Target,width,0,3826525,0
Roth (2007),455,Input,strength,11,3826525,0.002874670883
Roth (2007),455,Target,strong,259,3826525,0.06768543261
Roth (2007),456,Input,music,507,3826525,0.1324961943
Roth (2007),456,Target,musician,5,3826525,0.001306668583
McCutchen et al. (2009),457,Input,four,1855,3826525,0.4847740443
McCutchen et al. (2009),457,Target,fourth,64,3826525,0.01672535786
McCutchen et al. (2009),458,Input,ill,18,3826525,0.004704006899
McCutchen et al. (2009),458,Target,illness,3,3826525,0.0007840011499
McCutchen et al. (2009),459,Input,allow,5,3826525,0.001306668583
McCutchen et al. (2009),459,Target,allowance,18,3826525,0.004704006899
McCutchen et al. (2009),460,Input,strong,259,3826525,0.06768543261
McCutchen et al. (2009),460,Target,strength,11,3826525,0.002874670883
McCutchen et al. (2009),461,Input,art,70,3826525,0.01829336016
McCutchen et al. (2009),461,Target,artist,43,3826525,0.01123734981
McCutchen et al. (2009),462,Input,quick,275,3826525,0.07186677207
McCutchen et al. (2009),462,Target,quickly,137,3826525,0.03580271918
McCutchen et al. (2009),463,Input,victory,2,3826525,0.0005226674332
McCutchen et al. (2009),463,Target,victorious,0,3826525,0
McCutchen et al. (2009),464,Input,assume,14,3826525,0.003658672033
McCutchen et al. (2009),464,Target,assumption,0,3826525,0
McCutchen et al. (2009),465,Input,music,507,3826525,0.1324961943
McCutchen et al. (2009),465,Target,musician,5,3826525,0.001306668583
McCutchen et al. (2009),466,Input,care,533,3826525,0.139290871
McCutchen et al. (2009),466,Target,careful,3329,3826525,0.8699799426
McCutchen et al. (2009),467,Input,sad,441,3826525,0.115248169
McCutchen et al. (2009),467,Target,sadness,1,3826525,0.0002613337166
McCutchen et al. (2009),468,Input,decide,130,3826525,0.03397338316
McCutchen et al. (2009),468,Target,decision,20,3826525,0.005226674332
McCutchen et al. (2009),469,Input,swim,351,3826525,0.09172813453
McCutchen et al. (2009),469,Target,swimmer,14,3826525,0.003658672033
McCutchen et al. (2009),470,Input,examine,15,3826525,0.003920005749
McCutchen et al. (2009),470,Target,examination,7,3826525,0.001829336016
McCutchen et al. (2009),471,Input,nerve,4,3826525,0.001045334866
McCutchen et al. (2009),471,Target,nervous,41,3826525,0.01071468238
McCutchen et al. (2009),472,Input,trick,191,3826525,0.04991473987
McCutchen et al. (2009),472,Target,tricky,63,3826525,0.01646402415
McCutchen et al. (2009),473,Input,five,1965,3826525,0.5135207532
McCutchen et al. (2009),473,Target,fifth,60,3826525,0.015680023
McCutchen et al. (2009),474,Input,absent,15,3826525,0.003920005749
McCutchen et al. (2009),474,Target,absence,0,3826525,0
McCutchen et al. (2009),475,Input,win,177,3826525,0.04625606784
McCutchen et al. (2009),475,Target,winner,44,3826525,0.01149868353
McCutchen et al. (2009),476,Input,distant,2,3826525,0.0005226674332
McCutchen et al. (2009),476,Target,distance,30,3826525,0.007840011499
McCutchen et al. (2009),477,Input,science,24,3826525,0.006272009199
McCutchen et al. (2009),477,Target,scientist,5,3826525,0.001306668583
McCutchen et al. (2009),478,Input,deep,131,3826525,0.03423471688
McCutchen et al. (2009),478,Target,depth,0,3826525,0
McCutchen et al. (2009),479,Input,pain,18,3826525,0.004704006899
McCutchen et al. (2009),479,Target,painful,5,3826525,0.001306668583
McCutchen et al. (2009),480,Input,think,15015,3826525,3.923925755
McCutchen et al. (2009),480,Target,thought,1871,3826525,0.4889553838
McCutchen et al. (2009),481,Input,accept,5,3826525,0.001306668583
McCutchen et al. (2009),481,Target,acceptable,2,3826525,0.0005226674332
McCutchen et al. (2009),482,Input,comfort,11,3826525,0.002874670883
McCutchen et al. (2009),482,Target,comfortable,114,3826525,0.02979204369
McCutchen et al. (2009),483,Input,sign,193,3826525,0.05043740731
McCutchen et al. (2009),483,Target,signature,0,3826525,0
McCutchen et al. (2009),484,Input,long,1937,3826525,0.5062034091
McCutchen et al. (2009),484,Target,length,10,3826525,0.002613337166
McCutchen et al. (2009),485,Input,know,19207,3826525,5.019436695
McCutchen et al. (2009),485,Target,knowledge,4,3826525,0.001045334866
McCutchen et al. (2009),486,Input,excel,0,3826525,0
McCutchen et al. (2009),486,Target,excellent,176,3826525,0.04599473413
Deacon et al. (2018),487,Input,behaves,2,3826525,0.0005226674332
Deacon et al. (2018),487,Target,bravely,8,3826525,0.002090669733
Deacon et al. (2018),488,Input,wise,34,3826525,0.008885346365
Deacon et al. (2018),488,Target,wisely,0,3826525,0
Deacon et al. (2018),489,Input,polite,22,3826525,0.005749341766
Deacon et al. (2018),489,Target,politely,3,3826525,0.0007840011499
Deacon et al. (2018),490,Input,dust,70,3826525,0.01829336016
Deacon et al. (2018),490,Target,dusty,8,3826525,0.002090669733
Deacon et al. (2018),491,Input,mist,2,3826525,0.0005226674332
Deacon et al. (2018),491,Target,misty,1,3826525,0.0002613337166
Deacon et al. (2018),492,Input,frost,12,3826525,0.003136004599
Deacon et al. (2018),492,Target,frosty,1,3826525,0.0002613337166
Deacon et al. (2018),493,Input,paint,496,3826525,0.1296215234
Deacon et al. (2018),493,Target,painter,5,3826525,0.001306668583
Deacon et al. (2018),494,Input,dance,546,3826525,0.1426882093
Deacon et al. (2018),494,Target,dancer,24,3826525,0.006272009199
Deacon et al. (2018),495,Input,juggle,10,3826525,0.002613337166
Deacon et al. (2018),495,Target,juggler,4,3826525,0.001045334866
Deacon et al. (2018),496,Input,ghost,69,3826525,0.01803202645
Deacon et al. (2018),496,Target,ghostie,0,3826525,0
Deacon et al. (2018),497,Input,beast,50,3826525,0.01306668583
Deacon et al. (2018),497,Target,beastie,0,3826525,0
Deacon et al. (2018),498,Input,bird,1068,3826525,0.2791044094
Deacon et al. (2018),498,Target,birdy,30,3826525,0.007840011499
Deacon et al. (2018),499,Input,collect,34,3826525,0.008885346365
Deacon et al. (2018),499,Target,collection,24,3826525,0.006272009199
Deacon et al. (2018),500,Input,invent,6,3826525,0.0015680023
Deacon et al. (2018),500,Target,invention,7,3826525,0.001829336016
Deacon et al. (2018),501,Input,suggest,30,3826525,0.007840011499
Deacon et al. (2018),501,Target,suggestion,14,3826525,0.003658672033
Deacon et al. (2018),502,Input,move,1464,3826525,0.3825925611
Deacon et al. (2018),502,Target,movement,10,3826525,0.002613337166
Deacon et al. (2018),503,Input,agree,33,3826525,0.008624012649
Deacon et al. (2018),503,Target,agreement,3,3826525,0.0007840011499
Deacon et al. (2018),504,Input,argue,12,3826525,0.003136004599
Deacon et al. (2018),504,Target,argument,18,3826525,0.004704006899
Levesque et al. (2017),505,Input,warm,476,3826525,0.1243948491
Levesque et al. (2017),505,Target,warmth,3,3826525,0.0007840011499
Levesque et al. (2017),506,Input,growth,3,3826525,0.0007840011499
Levesque et al. (2017),506,Target,grow,331,3826525,0.0865014602
Levesque et al. (2017),507,Input,permit,0,3826525,0
Levesque et al. (2017),507,Target,permission,8,3826525,0.002090669733
Levesque et al. (2017),508,Input,variable,0,3826525,0
Levesque et al. (2017),508,Target,vary,0,3826525,0
Levesque et al. (2017),509,Input,appear,11,3826525,0.002874670883
Levesque et al. (2017),509,Target,appearance,1,3826525,0.0002613337166
Levesque et al. (2017),510,Input,density,0,3826525,0
Levesque et al. (2017),510,Target,dense,4,3826525,0.001045334866
Levesque et al. (2017),511,Input,four,1855,3826525,0.4847740443
Levesque et al. (2017),511,Target,fourth,64,3826525,0.01672535786
Levesque et al. (2017),512,Input,famous,16,3826525,0.004181339466
Levesque et al. (2017),512,Target,fame,6,3826525,0.0015680023
Levesque et al. (2017),513,Input,protect,54,3826525,0.0141120207
Levesque et al. (2017),513,Target,protection,1,3826525,0.0002613337166
Levesque et al. (2017),514,Input,fifth,60,3826525,0.015680023
Levesque et al. (2017),514,Target,five,1965,3826525,0.5135207532
Levesque et al. (2017),515,Input,expand,0,3826525,0
Levesque et al. (2017),515,Target,expansion,0,3826525,0
Levesque et al. (2017),516,Input,strength,11,3826525,0.002874670883
Levesque et al. (2017),516,Target,strong,259,3826525,0.06768543261
Levesque et al. (2017),517,Input,reason,207,3826525,0.05409607934
Levesque et al. (2017),517,Target,reasonable,8,3826525,0.002090669733
Levesque et al. (2017),518,Input,popularity,0,3826525,0
Levesque et al. (2017),518,Target,popular,9,3826525,0.00235200345
Levesque et al. (2017),519,Input,deep,131,3826525,0.03423471688
Levesque et al. (2017),519,Target,depth,0,3826525,0
Levesque et al. (2017),520,Input,publicity,0,3826525,0
Levesque et al. (2017),520,Target,public,26,3826525,0.006794676632
Levesque et al. (2017),521,Input,long,1937,3826525,0.5062034091
Levesque et al. (2017),521,Target,length,10,3826525,0.002613337166
Levesque et al. (2017),522,Input,originality,0,3826525,0
Levesque et al. (2017),522,Target,original,18,3826525,0.004704006899
Levesque et al. (2017),523,Input,absorb,2,3826525,0.0005226674332
Levesque et al. (2017),523,Target,absorption,0,3826525,0
Levesque et al. (2017),524,Input,courageous,0,3826525,0
Levesque et al. (2017),524,Target,courage,2,3826525,0.0005226674332
