Reference,Item number,Type,Word,CHILDES Count,CHILDES Total Count,CHILDES Frequency per 1000 words
Levesque et al. (2017),525,Input,swim,351,3826525,0.09172813453
Levesque et al. (2017),525,Target,swimmer,14,3826525,0.003658672033
Levesque et al. (2017),526,Input,dangerous,139,3826525,0.03632538661
Levesque et al. (2017),526,Target,danger,51,3826525,0.01332801955
Levesque et al. (2017),527,Input,wash,920,3826525,0.2404270193
Levesque et al. (2017),527,Target,washer,12,3826525,0.003136004599
Levesque et al. (2017),528,Input,baker,27,3826525,0.007056010349
Levesque et al. (2017),528,Target,bake,86,3826525,0.02247469963
Levesque et al. (2017),529,Input,assist,0,3826525,0
Levesque et al. (2017),529,Target,assistance,1,3826525,0.0002613337166
Levesque et al. (2017),530,Input,guidance,0,3826525,0
Levesque et al. (2017),530,Target,guide,12,3826525,0.003136004599
Levesque et al. (2017),531,Input,produce,4,3826525,0.001045334866
Levesque et al. (2017),531,Target,production,3,3826525,0.0007840011499
Levesque et al. (2017),532,Input,reliable,0,3826525,0
Levesque et al. (2017),532,Target,rely,2,3826525,0.0005226674332
Levesque et al. (2017),533,Input,teach,162,3826525,0.04233606209
Levesque et al. (2017),533,Target,teacher,418,3826525,0.1092374935
Levesque et al. (2017),534,Input,acceptance,0,3826525,0
Levesque et al. (2017),534,Target,accept,5,3826525,0.001306668583
Levesque et al. (2017),535,Input,profit,1,3826525,0.0002613337166
Levesque et al. (2017),535,Target,profitable,0,3826525,0
Levesque et al. (2017),536,Input,continuous,2,3826525,0.0005226674332
Levesque et al. (2017),536,Target,continue,21,3826525,0.005488008049
Levesque et al. (2017),537,Input,major,0,3826525,0
Levesque et al. (2017),537,Target,majority,1,3826525,0.0002613337166
Levesque et al. (2017),538,Input,difference,116,3826525,0.03031471113
Levesque et al. (2017),538,Target,differ,1,3826525,0.0002613337166
Levesque et al. (2017),539,Input,remark,0,3826525,0
Levesque et al. (2017),539,Target,remarkable,3,3826525,0.0007840011499
Levesque et al. (2017),540,Input,reduction,6,3826525,0.0015680023
Levesque et al. (2017),540,Target,reduce,2,3826525,0.0005226674332
Levesque et al. (2017),541,Input,revise,0,3826525,0
Levesque et al. (2017),541,Target,revision,0,3826525,0
Levesque et al. (2017),542,Input,runner,10,3826525,0.002613337166
Levesque et al. (2017),542,Target,run,855,3826525,0.2234403277
Levesque et al. (2017),543,Input,equal,4,3826525,0.001045334866
Levesque et al. (2017),543,Target,equality,0,3826525,0
Levesque et al. (2017),544,Input,election,7,3826525,0.001829336016
Levesque et al. (2017),544,Target,elect,1,3826525,0.0002613337166
Levesque et al. (2017),545,Input,express,28,3826525,0.007317344065
Levesque et al. (2017),545,Target,expression,14,3826525,0.003658672033
Levesque et al. (2017),546,Input,width,0,3826525,0
Levesque et al. (2017),546,Target,wide,175,3826525,0.04573340041
Levesque et al. (2017),547,Input,perform,11,3826525,0.002874670883
Levesque et al. (2017),547,Target,performance,9,3826525,0.00235200345
Levesque et al. (2017),548,Input,dryer,50,3826525,0.01306668583
Levesque et al. (2017),548,Target,dry,446,3826525,0.1165548376
Levesque et al. (2017),549,Input,adventure,20,3826525,0.005226674332
Levesque et al. (2017),549,Target,adventurous,1,3826525,0.0002613337166
Levesque et al. (2017),550,Input,admission,3,3826525,0.0007840011499
Levesque et al. (2017),550,Target,admit,15,3826525,0.003920005749
Levesque et al. (2017),551,Input,active,5,3826525,0.001306668583
Levesque et al. (2017),551,Target,activity,13,3826525,0.003397338316
Levesque et al. (2017),552,Input,decision,20,3826525,0.005226674332
Levesque et al. (2017),552,Target,decide,130,3826525,0.03397338316
Levesque et al. (2017),553,Input,humor,5,3826525,0.001306668583
Levesque et al. (2017),553,Target,humorous,2,3826525,0.0005226674332
Levesque et al. (2017),554,Input,division,2,3826525,0.0005226674332
Levesque et al. (2017),554,Target,divide,4,3826525,0.001045334866
Levesque et al. (2017),555,Input,human,42,3826525,0.0109760161
Levesque et al. (2017),555,Target,humanity,0,3826525,0
Levesque et al. (2017),556,Input,agreeable,4,3826525,0.001045334866
Levesque et al. (2017),556,Target,agree,33,3826525,0.008624012649
Levesque et al. (2017),557,Input,glory,12,3826525,0.003136004599
Levesque et al. (2017),557,Target,glorious,4,3826525,0.001045334866
Levesque et al. (2017),558,Input,discussion,13,3826525,0.003397338316
Levesque et al. (2017),558,Target,discuss,12,3826525,0.003136004599
Levesque et al. (2017),559,Input,mystery,16,3826525,0.004181339466
Levesque et al. (2017),559,Target,mysterious,10,3826525,0.002613337166
Levesque et al. (2017),560,Input,description,2,3826525,0.0005226674332
Levesque et al. (2017),560,Target,describe,21,3826525,0.005488008049
Tong et al. (2013),561,Input,strong,259,3826525,0.06768543261
Tong et al. (2013),561,Target,strongest,3,3826525,0.0007840011499
Tong et al. (2013),562,Input,chill,5,3826525,0.001306668583
Tong et al. (2013),562,Target,chilly,42,3826525,0.0109760161
Tong et al. (2013),563,Input,write,1247,3826525,0.3258831446
Tong et al. (2013),563,Target,writer,10,3826525,0.002613337166
Tong et al. (2013),564,Input,curl,28,3826525,0.007317344065
Tong et al. (2013),564,Target,curly,36,3826525,0.009408013798
Tong et al. (2013),565,Input,store,1098,3826525,0.2869444209
Tong et al. (2013),565,Target,storage,4,3826525,0.001045334866
Tong et al. (2013),566,Input,bite,645,3826525,0.1685602472
Tong et al. (2013),566,Target,biting,95,3826525,0.02482670308
Tong et al. (2013),567,Input,goose,132,3826525,0.03449605059
Tong et al. (2013),567,Target,geese,30,3826525,0.007840011499
Tong et al. (2013),568,Input,obedient,2,3826525,0.0005226674332
Tong et al. (2013),568,Target,obedience,0,3826525,0
Tong et al. (2013),569,Input,strong,259,3826525,0.06768543261
Tong et al. (2013),569,Target,strength,11,3826525,0.002874670883
Tong et al. (2013),570,Input,clean,1330,3826525,0.3475738431
Tong et al. (2013),570,Target,cleaner,101,3826525,0.02639470538
Tong et al. (2013),571,Input,deep,131,3826525,0.03423471688
Tong et al. (2013),571,Target,depth,0,3826525,0
Tong et al. (2013),572,Input,mouse,728,3826525,0.1902509457
Tong et al. (2013),572,Target,mice,184,3826525,0.04808540386
Tong et al. (2013),573,Input,scratch,135,3826525,0.03528005174
Tong et al. (2013),573,Target,scratched,35,3826525,0.009146680082
Tong et al. (2013),574,Input,true,217,3826525,0.05670941651
Tong et al. (2013),574,Target,truth,38,3826525,0.009930681232
Tong et al. (2013),575,Input,farm,446,3826525,0.1165548376
Tong et al. (2013),575,Target,farmer,203,3826525,0.05305074447
Tong et al. (2013),576,Input,mild,4,3826525,0.001045334866
Tong et al. (2013),576,Target,mildly,1,3826525,0.0002613337166
Tong et al. (2013),577,Input,sing,1143,3826525,0.2987044381
Tong et al. (2013),577,Target,sang,78,3826525,0.0203840299
Tong et al. (2013),578,Input,science,24,3826525,0.006272009199
Tong et al. (2013),578,Target,scientist,5,3826525,0.001306668583
Tong et al. (2013),579,Input,shrink,8,3826525,0.002090669733
Tong et al. (2013),579,Target,shrinkage,0,3826525,0
Tong et al. (2013),580,Input,bold,5,3826525,0.001306668583
Tong et al. (2013),580,Target,boldly,0,3826525,0
Tong et al. (2013),581,Input,fly,648,3826525,0.1693442484
Tong et al. (2013),581,Target,flying,368,3826525,0.09617080772
Tong et al. (2011),582,Input,walk,1020,3826525,0.266560391
Tong et al. (2011),582,Target,walked,167,3826525,0.04364273068
Tong et al. (2011),583,Input,sneaker,20,3826525,0.005226674332
Tong et al. (2011),583,Target,sneakers,124,3826525,0.03240538086
Tong et al. (2011),584,Input,low,109,3826525,0.02848537511
Tong et al. (2011),584,Target,lower,33,3826525,0.008624012649
Tong et al. (2011),585,Input,stood,75,3826525,0.01960002875
Tong et al. (2011),585,Target,stand,956,3826525,0.2498350331
Tong et al. (2011),586,Input,lose,246,3826525,0.06428809429
Tong et al. (2011),586,Target,lost,553,3826525,0.1445175453
Tong et al. (2011),587,Input,say,8290,3826525,2.166456511
Tong et al. (2011),587,Target,said,5191,3826525,1.356583323
Tong et al. (2011),588,Input,child,231,3826525,0.06036808854
Tong et al. (2011),588,Target,children,715,3826525,0.1868536074
Tong et al. (2011),589,Input,kept,165,3826525,0.04312006324
Tong et al. (2011),589,Target,keep,1781,3826525,0.4654353493
Tong et al. (2011),590,Input,taller,74,3826525,0.01933869503
Tong et al. (2011),590,Target,tall,409,3826525,0.1068854901
Tong et al. (2011),591,Input,fun,1322,3826525,0.3454831734
Tong et al. (2011),591,Target,funny,1874,3826525,0.489739385
Tong et al. (2011),592,Input,bake,86,3826525,0.02247469963
Tong et al. (2011),592,Target,baker,27,3826525,0.007056010349
Tong et al. (2011),593,Input,sun,596,3826525,0.1557548951
Tong et al. (2011),593,Target,sunny,110,3826525,0.02874670883
Tong et al. (2011),594,Input,work,1849,3826525,0.483206042
Tong et al. (2011),594,Target,worker,27,3826525,0.007056010349
Tong et al. (2011),595,Input,deep,131,3826525,0.03423471688
Tong et al. (2011),595,Target,depth,0,3826525,0
Tong et al. (2011),596,Input,action,20,3826525,0.005226674332
Tong et al. (2011),596,Target,act,78,3826525,0.0203840299
Tong et al. (2011),597,Input,art,70,3826525,0.01829336016
Tong et al. (2011),597,Target,artist,43,3826525,0.01123734981
Tong et al. (2011),598,Input,wide,175,3826525,0.04573340041
Tong et al. (2011),598,Target,width,0,3826525,0
Mahony et al. (2000),599,Input,person,469,3826525,0.1225655131
Mahony et al. (2000),599,Target,personal,6,3826525,0.0015680023
Mahony et al. (2000),600,Input,allow,5,3826525,0.001306668583
Mahony et al. (2000),600,Target,allowance,18,3826525,0.004704006899
Mahony et al. (2000),601,Input,beauty,37,3826525,0.009669347515
Mahony et al. (2000),601,Target,beautiful,604,3826525,0.1578455648
Mahony et al. (2000),602,Input,region,0,3826525,0
Mahony et al. (2000),602,Target,regional,1,3826525,0.0002613337166
Mahony et al. (2000),603,Input,bag,1217,3826525,0.3180431331
Mahony et al. (2000),603,Target,baggage,4,3826525,0.001045334866
Mahony et al. (2000),604,Input,pity,6,3826525,0.0015680023
Mahony et al. (2000),604,Target,pitiful,1,3826525,0.0002613337166
Mahony et al. (2000),605,Input,parent,21,3826525,0.005488008049
Mahony et al. (2000),605,Target,parental,0,3826525,0
Mahony et al. (2000),606,Input,history,24,3826525,0.006272009199
Mahony et al. (2000),606,Target,historic,1,3826525,0.0002613337166
Mahony et al. (2000),607,Input,atom,0,3826525,0
Mahony et al. (2000),607,Target,atomic,0,3826525,0
Mahony et al. (2000),608,Input,superior,1,3826525,0.0002613337166
Mahony et al. (2000),608,Target,superiority,0,3826525,0
Mahony et al. (2000),609,Input,poet,3,3826525,0.0007840011499
Mahony et al. (2000),609,Target,poetic,1,3826525,0.0002613337166
Mahony et al. (2000),610,Input,participate,3,3826525,0.0007840011499
Mahony et al. (2000),610,Target,participation,0,3826525,0
Mahony et al. (2000),611,Input,deep,131,3826525,0.03423471688
Mahony et al. (2000),611,Target,depth,0,3826525,0
Mahony et al. (2000),612,Input,sincere,1,3826525,0.0002613337166
Mahony et al. (2000),612,Target,sincerity,0,3826525,0
Mahony et al. (2000),613,Input,supervise,0,3826525,0
Mahony et al. (2000),613,Target,supervision,3,3826525,0.0007840011499
Mahony et al. (2000),614,Input,meter,17,3826525,0.004442673183
Mahony et al. (2000),614,Target,metric,0,3826525,0
Mahony et al. (2000),615,Input,nature,19,3826525,0.004965340616
Mahony et al. (2000),615,Target,natural,40,3826525,0.01045334866
Mahony et al. (2000),616,Input,add,100,3826525,0.02613337166
Mahony et al. (2000),616,Target,addition,9,3826525,0.00235200345
Mahony et al. (2000),617,Input,associate,1,3826525,0.0002613337166
Mahony et al. (2000),617,Target,association,3,3826525,0.0007840011499
Mahony et al. (2000),618,Input,concentrate,16,3826525,0.004181339466
Mahony et al. (2000),618,Target,concentration,6,3826525,0.0015680023
Mahony et al. (2000),619,Input,divide,4,3826525,0.001045334866
Mahony et al. (2000),619,Target,division,2,3826525,0.0005226674332
Mahony et al. (2000),620,Input,relate,1,3826525,0.0002613337166
Mahony et al. (2000),620,Target,relation,0,3826525,0
Mahony et al. (2000),621,Input,decide,130,3826525,0.03397338316
Mahony et al. (2000),621,Target,decision,20,3826525,0.005226674332
Mahony et al. (2000),622,Input,reduce,2,3826525,0.0005226674332
Mahony et al. (2000),622,Target,reduction,6,3826525,0.0015680023
Mahony et al. (2000),623,Input,sign,193,3826525,0.05043740731
Mahony et al. (2000),623,Target,signature,0,3826525,0
Mahony et al. (2000),624,Input,resign,0,3826525,0
Mahony et al. (2000),624,Target,resignation,0,3826525,0
Mahony et al. (2000),625,Input,bomb,9,3826525,0.00235200345
Mahony et al. (2000),625,Target,bombard,0,3826525,0
Mahony et al. (2000),626,Input,crumb,17,3826525,0.004442673183
Mahony et al. (2000),626,Target,crumble,9,3826525,0.00235200345
Mahony et al. (2000),627,Input,sign,193,3826525,0.05043740731
Mahony et al. (2000),627,Target,signal,45,3826525,0.01176001725
Mahony et al. (2000),628,Input,knowledge,4,3826525,0.001045334866
Mahony et al. (2000),628,Target,acknowledge,1,3826525,0.0002613337166
Wolter & Pike (2015),629,Input,cook,434,3826525,0.113418833
Wolter & Pike (2015),629,Target,cookery,0,3826525,0
Wolter & Pike (2015),630,Input,equalize,0,3826525,0
Wolter & Pike (2015),630,Target,equalize,0,3826525,0
Wolter & Pike (2015),631,Input,odd,66,3826525,0.0172480253
Wolter & Pike (2015),631,Target,oddity,0,3826525,0
Wolter & Pike (2015),632,Input,odor,2,3826525,0.0005226674332
Wolter & Pike (2015),632,Target,odorous,0,3826525,0
Wolter & Pike (2015),633,Input,puzzle,810,3826525,0.2116803105
Wolter & Pike (2015),633,Target,puzzlement,0,3826525,0
Wolter & Pike (2015),634,Input,secret,119,3826525,0.03109871228
Wolter & Pike (2015),634,Target,secretive,0,3826525,0
Wolter & Pike (2015),635,Input,wish,238,3826525,0.06219742456
Wolter & Pike (2015),635,Target,wishful,3,3826525,0.0007840011499
Wolter & Pike (2015),636,Input,ocean,207,3826525,0.05409607934
Wolter & Pike (2015),636,Target,oceanaut,0,3826525,0
Wolter & Pike (2015),637,Input,yellow,1791,3826525,0.4680486865
Wolter & Pike (2015),637,Target,yellowing,0,3826525,0
Wolter & Pike (2015),638,Input,cover,353,3826525,0.09225080197
Wolter & Pike (2015),638,Target,coverlet,0,3826525,0
Wolter & Pike (2015),639,Input,crazy,210,3826525,0.05488008049
Wolter & Pike (2015),639,Target,craziness,2,3826525,0.0005226674332
Wolter & Pike (2015),640,Input,pay,239,3826525,0.06245875827
Wolter & Pike (2015),640,Target,payee,0,3826525,0
Wolter & Pike (2015),641,Input,touch,890,3826525,0.2325870078
Wolter & Pike (2015),641,Target,touchily,0,3826525,0
Wolter & Pike (2015),642,Input,game,1076,3826525,0.2811950791
Wolter & Pike (2015),642,Target,gaming,0,3826525,0
Wolter & Pike (2015),643,Input,guess,1427,3826525,0.3729232136
Wolter & Pike (2015),643,Target,guesser,0,3826525,0
Wolter & Pike (2015),644,Input,age,85,3826525,0.02221336591
Wolter & Pike (2015),644,Target,ageist,0,3826525,0
Nagy et al. (2003),645,Input,climber,5,3826525,0.001306668583
Nagy et al. (2003),645,Target,climb,313,3826525,0.0817974533
Nagy et al. (2003),646,Input,personal,6,3826525,0.0015680023
Nagy et al. (2003),646,Target,person,469,3826525,0.1225655131
Nagy et al. (2003),647,Input,sunny,110,3826525,0.02874670883
Nagy et al. (2003),647,Target,sun,596,3826525,0.1557548951
Nagy et al. (2003),648,Input,flight,8,3826525,0.002090669733
Nagy et al. (2003),648,Target,fly,648,3826525,0.1693442484
Nagy et al. (2003),649,Input,relative,3,3826525,0.0007840011499
Nagy et al. (2003),649,Target,relate,1,3826525,0.0002613337166
Nagy et al. (2003),650,Input,rainy,26,3826525,0.006794676632
Nagy et al. (2003),650,Target,rain,334,3826525,0.08728546135
Nagy et al. (2003),651,Input,depth,0,3826525,0
Nagy et al. (2003),651,Target,deep,131,3826525,0.03423471688
Nagy et al. (2003),652,Input,battle,16,3826525,0.004181339466
Nagy et al. (2003),652,Target,bat,192,3826525,0.05017607359
Nagy et al. (2003),653,Input,reasonable,8,3826525,0.002090669733
Nagy et al. (2003),653,Target,reason,207,3826525,0.05409607934
Nagy et al. (2003),654,Input,adorable,5,3826525,0.001306668583
Nagy et al. (2003),654,Target,adore,3,3826525,0.0007840011499
Nagy et al. (2003),655,Input,national,5,3826525,0.001306668583
Nagy et al. (2003),655,Target,nation,5,3826525,0.001306668583
Nagy et al. (2003),656,Input,imaginary,4,3826525,0.001045334866
Nagy et al. (2003),656,Target,imagine,67,3826525,0.01750935901
Nagy et al. (2003),657,Input,thinker,0,3826525,0
Nagy et al. (2003),657,Target,think,15015,3826525,3.923925755
Nagy et al. (2003),658,Input,laughter,9,3826525,0.00235200345
Nagy et al. (2003),658,Target,laugh,133,3826525,0.03475738431
Nagy et al. (2003),659,Input,global,0,3826525,0
Nagy et al. (2003),659,Target,globe,15,3826525,0.003920005749
Nagy et al. (2003),660,Input,movement,10,3826525,0.002613337166
Nagy et al. (2003),660,Target,move,1464,3826525,0.3825925611
Nagy et al. (2003),661,Input,tension,0,3826525,0
Nagy et al. (2003),661,Target,tense,5,3826525,0.001306668583
Nagy et al. (2003),662,Input,reality,0,3826525,0
Nagy et al. (2003),662,Target,real,989,3826525,0.2584590457
Nagy et al. (2003),663,Input,sanity,0,3826525,0
Nagy et al. (2003),663,Target,sane,1,3826525,0.0002613337166
Nagy et al. (2003),664,Input,donation,0,3826525,0
Nagy et al. (2003),664,Target,donate,1,3826525,0.0002613337166
Nagy et al. (2003),665,Input,dinner,919,3826525,0.2401656856
Nagy et al. (2003),665,Target,dine,0,3826525,0
Nagy et al. (2003),666,Input,twelfth,19,3826525,0.004965340616
Nagy et al. (2003),666,Target,twelve,278,3826525,0.07265077322
Nagy et al. (2003),667,Input,fortunate,1,3826525,0.0002613337166
Nagy et al. (2003),667,Target,fortune,3,3826525,0.0007840011499
Nagy et al. (2003),668,Input,painful,5,3826525,0.001306668583
Nagy et al. (2003),668,Target,pain,18,3826525,0.004704006899
Nagy et al. (2003),669,Input,decision,20,3826525,0.005226674332
Nagy et al. (2003),669,Target,decide,130,3826525,0.03397338316
Nagy et al. (2003),670,Input,musical,35,3826525,0.009146680082
Nagy et al. (2003),670,Target,music,507,3826525,0.1324961943
Nagy et al. (2003),671,Input,action,20,3826525,0.005226674332
Nagy et al. (2003),671,Target,act,78,3826525,0.0203840299
Nagy et al. (2003),672,Input,fifty,160,3826525,0.04181339466
Nagy et al. (2003),672,Target,five,1965,3826525,0.5135207532
Nagy et al. (2003),673,Input,permission,8,3826525,0.002090669733
Nagy et al. (2003),673,Target,permit,0,3826525,0
Nagy et al. (2003),674,Input,clarity,0,3826525,0
Nagy et al. (2003),674,Target,clear,94,3826525,0.02456536936
Nagy et al. (2003),675,Input,creative,7,3826525,0.001829336016
Nagy et al. (2003),675,Target,create,3,3826525,0.0007840011499
Nagy et al. (2003),676,Input,loyalty,0,3826525,0
Nagy et al. (2003),676,Target,loyal,4,3826525,0.001045334866
Nagy et al. (2003),677,Input,ability,4,3826525,0.001045334866
Nagy et al. (2003),677,Target,able,403,3826525,0.1053174878
Nagy et al. (2003),678,Input,criminal,2,3826525,0.0005226674332
Nagy et al. (2003),678,Target,crime,1,3826525,0.0002613337166
Nagy et al. (2003),679,Input,reliable,0,3826525,0
Nagy et al. (2003),679,Target,rely,2,3826525,0.0005226674332
Nagy et al. (2003),680,Input,education,8,3826525,0.002090669733
Nagy et al. (2003),680,Target,educate,0,3826525,0
Nagy et al. (2003),681,Input,election,7,3826525,0.001829336016
Nagy et al. (2003),681,Target,elect,1,3826525,0.0002613337166
Nagy et al. (2003),682,Input,deadly,0,3826525,0
Nagy et al. (2003),682,Target,dead,184,3826525,0.04808540386
James et al. (2021),683,Input,lemon,148,3826525,0.03867739006
James et al. (2021),683,Target,lemons,16,3826525,0.004181339466
James et al. (2021),684,Input,ride,1255,3826525,0.3279738144
James et al. (2021),684,Target,rides,117,3826525,0.03057604484
James et al. (2021),685,Input,call,1627,3826525,0.4251899569
James et al. (2021),685,Target,calls,110,3826525,0.02874670883
James et al. (2021),686,Input,bend,94,3826525,0.02456536936
James et al. (2021),686,Target,bent,40,3826525,0.01045334866
James et al. (2021),687,Input,drop,287,3826525,0.07500277667
James et al. (2021),687,Target,dropped,307,3826525,0.080229451
James et al. (2021),688,Input,elf,7,3826525,0.001829336016
James et al. (2021),688,Target,elves,22,3826525,0.005749341766
James et al. (2021),689,Input,beach,560,3826525,0.1463468813
James et al. (2021),689,Target,beaches,6,3826525,0.0015680023
James et al. (2021),690,Input,nod,15,3826525,0.003920005749
James et al. (2021),690,Target,nodded,10,3826525,0.002613337166
James et al. (2021),691,Input,think,15015,3826525,3.923925755
James et al. (2021),691,Target,thought,1871,3826525,0.4889553838
James et al. (2021),692,Input,tooth,154,3826525,0.04024539236
James et al. (2021),692,Target,teeth,786,3826525,0.2054083013
James et al. (2021),693,Input,lose,246,3826525,0.06428809429
James et al. (2021),693,Target,loses,12,3826525,0.003136004599
James et al. (2021),694,Input,cross,128,3826525,0.03345071573
James et al. (2021),694,Target,crosses,4,3826525,0.001045334866
James et al. (2021),695,Input,danger,51,3826525,0.01332801955
James et al. (2021),695,Target,dangerous,139,3826525,0.03632538661
James et al. (2021),696,Input,magic,260,3826525,0.06794676632
James et al. (2021),696,Target,magician,11,3826525,0.002874670883
James et al. (2021),697,Input,electric,48,3826525,0.0125440184
James et al. (2021),697,Target,electricity,49,3826525,0.01280535211
James et al. (2021),698,Input,please,2882,3826525,0.7531637713
James et al. (2021),698,Target,pleasing,2,3826525,0.0005226674332
James et al. (2021),699,Input,dark,410,3826525,0.1071468238
James et al. (2021),699,Target,darkness,7,3826525,0.001829336016
James et al. (2021),700,Input,art,70,3826525,0.01829336016
James et al. (2021),700,Target,artist,43,3826525,0.01123734981
James et al. (2021),701,Input,ocean,207,3826525,0.05409607934
James et al. (2021),701,Target,oceanic,0,3826525,0
James et al. (2021),702,Input,act,78,3826525,0.0203840299
James et al. (2021),702,Target,activity,13,3826525,0.003397338316
James et al. (2021),703,Input,work,1849,3826525,0.483206042
James et al. (2021),703,Target,worker,27,3826525,0.007056010349
James et al. (2021),704,Input,wash,920,3826525,0.2404270193
James et al. (2021),704,Target,washable,11,3826525,0.002874670883
Nagy et al. (2006),645,Input,climber,5,3826525,0.001306668583
Nagy et al. (2006),645,Target,climb,313,3826525,0.0817974533
Nagy et al. (2006),646,Input,personal,6,3826525,0.0015680023
Nagy et al. (2006),646,Target,person,469,3826525,0.1225655131
Nagy et al. (2006),647,Input,sunny,110,3826525,0.02874670883
Nagy et al. (2006),647,Target,sun,596,3826525,0.1557548951
Nagy et al. (2006),648,Input,flight,8,3826525,0.002090669733
Nagy et al. (2006),648,Target,fly,648,3826525,0.1693442484
Nagy et al. (2006),649,Input,relative,3,3826525,0.0007840011499
Nagy et al. (2006),649,Target,relate,1,3826525,0.0002613337166
Nagy et al. (2006),650,Input,rainy,26,3826525,0.006794676632
Nagy et al. (2006),650,Target,rain,334,3826525,0.08728546135
Nagy et al. (2006),651,Input,depth,0,3826525,0
Nagy et al. (2006),651,Target,deep,131,3826525,0.03423471688
Nagy et al. (2006),652,Input,battle,16,3826525,0.004181339466
Nagy et al. (2006),652,Target,bat,192,3826525,0.05017607359
Nagy et al. (2006),653,Input,reasonable,8,3826525,0.002090669733
Nagy et al. (2006),653,Target,reason,207,3826525,0.05409607934
Nagy et al. (2006),654,Input,adorable,5,3826525,0.001306668583
Nagy et al. (2006),654,Target,adore,3,3826525,0.0007840011499
Nagy et al. (2006),655,Input,national,5,3826525,0.001306668583
Nagy et al. (2006),655,Target,nation,5,3826525,0.001306668583
Nagy et al. (2006),656,Input,imaginary,4,3826525,0.001045334866
Nagy et al. (2006),656,Target,imagine,67,3826525,0.01750935901
Nagy et al. (2006),657,Input,thinker,0,3826525,0
Nagy et al. (2006),657,Target,think,15015,3826525,3.923925755
Nagy et al. (2006),658,Input,laughter,9,3826525,0.00235200345
Nagy et al. (2006),658,Target,laugh,133,3826525,0.03475738431
Nagy et al. (2006),659,Input,global,0,3826525,0
Nagy et al. (2006),659,Target,globe,15,3826525,0.003920005749
Nagy et al. (2006),660,Input,movement,10,3826525,0.002613337166
Nagy et al. (2006),660,Target,move,1464,3826525,0.3825925611
Nagy et al. (2006),661,Input,tension,0,3826525,0
Nagy et al. (2006),661,Target,tense,5,3826525,0.001306668583
Nagy et al. (2006),662,Input,reality,0,3826525,0
Nagy et al. (2006),662,Target,real,989,3826525,0.2584590457
Nagy et al. (2006),663,Input,sanity,0,3826525,0
Nagy et al. (2006),663,Target,sane,1,3826525,0.0002613337166
Nagy et al. (2006),664,Input,donation,0,3826525,0
Nagy et al. (2006),664,Target,donate,1,3826525,0.0002613337166
Nagy et al. (2006),665,Input,dinner,919,3826525,0.2401656856
Nagy et al. (2006),665,Target,dine,0,3826525,0
Nagy et al. (2006),666,Input,twelfth,19,3826525,0.004965340616
Nagy et al. (2006),666,Target,twelve,278,3826525,0.07265077322
Nagy et al. (2006),667,Input,fortunate,1,3826525,0.0002613337166
Nagy et al. (2006),667,Target,fortune,3,3826525,0.0007840011499
Nagy et al. (2006),668,Input,painful,5,3826525,0.001306668583
Nagy et al. (2006),668,Target,pain,18,3826525,0.004704006899
Nagy et al. (2006),669,Input,decision,20,3826525,0.005226674332
Nagy et al. (2006),669,Target,decide,130,3826525,0.03397338316
Nagy et al. (2006),670,Input,musical,35,3826525,0.009146680082
Nagy et al. (2006),670,Target,music,507,3826525,0.1324961943
Nagy et al. (2006),671,Input,action,20,3826525,0.005226674332
Nagy et al. (2006),671,Target,act,78,3826525,0.0203840299
Nagy et al. (2006),672,Input,fifty,160,3826525,0.04181339466
Nagy et al. (2006),672,Target,five,1965,3826525,0.5135207532
Nagy et al. (2006),673,Input,permission,8,3826525,0.002090669733
Nagy et al. (2006),673,Target,permit,0,3826525,0
Nagy et al. (2006),674,Input,clarity,0,3826525,0
Nagy et al. (2006),674,Target,clear,94,3826525,0.02456536936
Nagy et al. (2006),675,Input,creative,7,3826525,0.001829336016
Nagy et al. (2006),675,Target,create,3,3826525,0.0007840011499
Nagy et al. (2006),676,Input,loyalty,0,3826525,0
Nagy et al. (2006),676,Target,loyal,4,3826525,0.001045334866
Nagy et al. (2006),677,Input,ability,4,3826525,0.001045334866
Nagy et al. (2006),677,Target,able,403,3826525,0.1053174878
Nagy et al. (2006),678,Input,criminal,2,3826525,0.0005226674332
Nagy et al. (2006),678,Target,crime,1,3826525,0.0002613337166
Nagy et al. (2006),679,Input,reliable,0,3826525,0
Nagy et al. (2006),679,Target,rely,2,3826525,0.0005226674332
Nagy et al. (2006),680,Input,education,8,3826525,0.002090669733
Nagy et al. (2006),680,Target,educate,0,3826525,0
Nagy et al. (2006),681,Input,election,7,3826525,0.001829336016
Nagy et al. (2006),681,Target,elect,1,3826525,0.0002613337166
Nagy et al. (2006),682,Input,deadly,0,3826525,0
Nagy et al. (2006),682,Target,dead,184,3826525,0.04808540386
