Reference,Item number,Type,Word,Books Count,Books Total Count,Books Frequency per 1000 words
Deacon (2012),264,Input,opens,11,199877,0.055033845815176334
Deacon (2012),264,Target,opened,74,199877,0.37022769002936806
Deacon et al. (2007),266,Input,shakes,3,199877,0.015009230676866273
Deacon et al. (2007),266,Target,shook,21,199877,0.10506461473806392
Deacon et al. (2007),268,Input,keeping,8,199877,0.040024615138310064
Deacon et al. (2007),268,Target,kept,53,199877,0.2651630752913042
Deacon et al. (2007),270,Input,fed,17,199877,0.08505230716890888
Deacon et al. (2007),270,Target,feeds,4,199877,0.020012307569155032
Deacon et al. (2007),272,Input,left,98,199877,0.4903015354442982
Deacon et al. (2007),272,Target,leaves,35,199877,0.17510769123010653
Deacon et al. (2007),274,Input,laughed,63,199877,0.3151938442141917
Deacon et al. (2007),274,Target,laughs,3,199877,0.015009230676866273
Deacon et al. (2007),276,Input,slams,0,199877,0.0
Deacon et al. (2007),276,Target,slammed,5,199877,0.025015384461443788
Deacon et al. (2007),278,Input,runs,12,199877,0.06003692270746509
Deacon et al. (2007),278,Target,ran,111,199877,0.5553415350440521
Deacon et al. (2014),288,Input,strong,42,199877,0.21012922947612783
Deacon et al. (2014),288,Target,strongest,5,199877,0.025015384461443788
Deacon et al. (2014),290,Input,chill,2,199877,0.010006153784577516
Deacon et al. (2014),290,Target,chilly,1,199877,0.005003076892288758
Deacon et al. (2014),292,Input,write,14,199877,0.07004307649204261
Deacon et al. (2014),292,Target,writer,1,199877,0.005003076892288758
Deacon et al. (2014),294,Input,curl,9,199877,0.045027692030598816
Deacon et al. (2014),294,Target,curly,3,199877,0.015009230676866273
Deacon et al. (2014),296,Input,store,47,199877,0.2351446139375716
Deacon et al. (2014),296,Target,storage,1,199877,0.005003076892288758
Deacon et al. (2014),298,Input,bite,17,199877,0.08505230716890888
Deacon et al. (2014),298,Target,biting,2,199877,0.010006153784577516
Deacon et al. (2014),300,Input,goose,24,199877,0.12007384541493019
Deacon et al. (2014),300,Target,geese,6,199877,0.030018461353732546
Deacon et al. (2014),302,Input,obedient,0,199877,0.0
Deacon et al. (2014),302,Target,obedience,0,199877,0.0
Deacon et al. (2014),304,Input,strong,42,199877,0.21012922947612783
Deacon et al. (2014),304,Target,strength,1,199877,0.005003076892288758
Deacon et al. (2014),306,Input,clean,54,199877,0.2701661521835929
Deacon et al. (2014),306,Target,cleaner,2,199877,0.010006153784577516
Deacon et al. (2014),308,Input,deep,66,199877,0.330203074891058
Deacon et al. (2014),308,Target,depth,2,199877,0.010006153784577516
Deacon et al. (2014),310,Input,mouse,152,199877,0.7604676876278912
Deacon et al. (2014),310,Target,mice,18,199877,0.09005538406119763
Deacon et al. (2014),312,Input,scratch,16,199877,0.08004923027662013
Deacon et al. (2014),312,Target,scratched,7,199877,0.035021538246021305
Deacon et al. (2014),314,Input,true,48,199877,0.24014769082986037
Deacon et al. (2014),314,Target,truth,4,199877,0.020012307569155032
Deacon et al. (2014),316,Input,farm,52,199877,0.26015999839901544
Deacon et al. (2014),316,Target,farmer,52,199877,0.26015999839901544
Deacon et al. (2014),318,Input,mild,5,199877,0.025015384461443788
Deacon et al. (2014),318,Target,mildly,0,199877,0.0
Deacon et al. (2014),320,Input,sing,69,199877,0.34521230556792426
Deacon et al. (2014),320,Target,sang,61,199877,0.3051876904296142
Deacon et al. (2014),322,Input,science,5,199877,0.025015384461443788
Deacon et al. (2014),322,Target,scientist,1,199877,0.005003076892288758
Deacon et al. (2014),324,Input,shrink,0,199877,0.0
Deacon et al. (2014),324,Target,shrinkage,0,199877,0.0
Deacon et al. (2014),326,Input,bold,7,199877,0.035021538246021305
Deacon et al. (2014),326,Target,boldly,1,199877,0.005003076892288758
Deacon et al. (2014),328,Input,fly,89,199877,0.44527384341369947
Deacon et al. (2014),328,Target,flying,52,199877,0.26015999839901544
Ku & Anderson (2003),330,Input,grow,41,199877,0.20512615258383907
Ku & Anderson (2003),330,Target,growth,0,199877,0.0
Ku & Anderson (2003),331,Input,dance,38,199877,0.1901169219069728
Ku & Anderson (2003),331,Target,dancer,1,199877,0.005003076892288758
Ku & Anderson (2003),332,Input,art,7,199877,0.035021538246021305
Ku & Anderson (2003),332,Target,artist,1,199877,0.005003076892288758
Ku & Anderson (2003),333,Input,baker,16,199877,0.08004923027662013
Ku & Anderson (2003),333,Target,bakery,0,199877,0.0
Ku & Anderson (2003),334,Input,dirt,37,199877,0.18511384501468403
Ku & Anderson (2003),334,Target,dirty,28,199877,0.14008615298408522
Ku & Anderson (2003),335,Input,after,187,199877,0.9355753788579977
Ku & Anderson (2003),335,Target,afternoon,32,199877,0.16009846055324026
Ku & Anderson (2003),336,Input,man,196,199877,0.9806030708885964
Ku & Anderson (2003),336,Target,many,112,199877,0.5603446119363409
Ku & Anderson (2003),337,Input,person,11,199877,0.055033845815176334
Ku & Anderson (2003),337,Target,personal,2,199877,0.010006153784577516
Ku & Anderson (2003),338,Input,pain,5,199877,0.025015384461443788
Ku & Anderson (2003),338,Target,painful,0,199877,0.0
Ku & Anderson (2003),339,Input,fire,171,199877,0.8555261485813775
Ku & Anderson (2003),339,Target,fireplace,5,199877,0.025015384461443788
Levesque et al. (2019),340,Input,agree,3,199877,0.015009230676866273
Levesque et al. (2019),340,Target,agreeable,1,199877,0.005003076892288758
Levesque et al. (2019),341,Input,depend,0,199877,0.0
Levesque et al. (2019),341,Target,dependable,0,199877,0.0
Levesque et al. (2019),342,Input,fear,22,199877,0.11006769163035267
Levesque et al. (2019),342,Target,fearless,2,199877,0.010006153784577516
Levesque et al. (2019),343,Input,forget,21,199877,0.10506461473806392
Levesque et al. (2019),343,Target,forgetful,0,199877,0.0
Levesque et al. (2019),344,Input,knowledge,0,199877,0.0
Levesque et al. (2019),344,Target,knowledgeable,0,199877,0.0
Levesque et al. (2019),345,Input,local,2,199877,0.010006153784577516
Levesque et al. (2019),345,Target,locally,0,199877,0.0
Levesque et al. (2019),346,Input,loud,58,199877,0.290178459752748
Levesque et al. (2019),346,Target,loudness,0,199877,0.0
Levesque et al. (2019),347,Input,measure,8,199877,0.040024615138310064
Levesque et al. (2019),347,Target,measurable,0,199877,0.0
Levesque et al. (2019),348,Input,purpose,1,199877,0.005003076892288758
Levesque et al. (2019),348,Target,purposeful,0,199877,0.0
Levesque et al. (2019),349,Input,question,7,199877,0.035021538246021305
Levesque et al. (2019),349,Target,questionable,0,199877,0.0
Levesque et al. (2019),350,Input,respect,1,199877,0.005003076892288758
Levesque et al. (2019),350,Target,respectful,0,199877,0.0
Levesque et al. (2019),351,Input,rich,4,199877,0.020012307569155032
Levesque et al. (2019),351,Target,richness,0,199877,0.0
Levesque et al. (2019),352,Input,sense,7,199877,0.035021538246021305
Levesque et al. (2019),352,Target,senseless,0,199877,0.0
Levesque et al. (2019),353,Input,serious,8,199877,0.040024615138310064
Levesque et al. (2019),353,Target,seriousness,0,199877,0.0
Levesque et al. (2019),354,Input,slow,36,199877,0.18011076812239527
Levesque et al. (2019),354,Target,slowness,0,199877,0.0
Levesque et al. (2019),355,Input,smooth,26,199877,0.13007999919950772
Levesque et al. (2019),355,Target,smoothness,0,199877,0.0
Levesque et al. (2019),356,Input,soft,58,199877,0.290178459752748
Levesque et al. (2019),356,Target,softness,0,199877,0.0
Levesque et al. (2019),357,Input,speech,0,199877,0.0
Levesque et al. (2019),357,Target,speechless,0,199877,0.0
Levesque et al. (2019),358,Input,taste,14,199877,0.07004307649204261
Levesque et al. (2019),358,Target,tasteless,0,199877,0.0
Levesque et al. (2019),359,Input,weight,6,199877,0.030018461353732546
Levesque et al. (2019),359,Target,weightless,0,199877,0.0
Levesque et al. (2019),360,Input,align,0,199877,0.0
Levesque et al. (2019),360,Target,alignment,0,199877,0.0
Levesque et al. (2019),361,Input,appraise,0,199877,0.0
Levesque et al. (2019),361,Target,appraisal,0,199877,0.0
Levesque et al. (2019),362,Input,cease,0,199877,0.0
Levesque et al. (2019),362,Target,ceaseless,0,199877,0.0
Levesque et al. (2019),363,Input,conceive,0,199877,0.0
Levesque et al. (2019),363,Target,conceivable,0,199877,0.0
Levesque et al. (2019),364,Input,confine,0,199877,0.0
Levesque et al. (2019),364,Target,confinement,0,199877,0.0
Levesque et al. (2019),365,Input,coward,2,199877,0.010006153784577516
Levesque et al. (2019),365,Target,cowardly,0,199877,0.0
Levesque et al. (2019),366,Input,dispose,0,199877,0.0
Levesque et al. (2019),366,Target,disposable,0,199877,0.0
Levesque et al. (2019),367,Input,endorse,0,199877,0.0
Levesque et al. (2019),367,Target,endorsement,0,199877,0.0
Levesque et al. (2019),368,Input,envy,3,199877,0.015009230676866273
Levesque et al. (2019),368,Target,envious,0,199877,0.0
Levesque et al. (2019),369,Input,eternal,1,199877,0.005003076892288758
Levesque et al. (2019),369,Target,eternally,0,199877,0.0
Levesque et al. (2019),370,Input,forgive,0,199877,0.0
Levesque et al. (2019),370,Target,forgiveness,0,199877,0.0
Levesque et al. (2019),371,Input,fright,7,199877,0.035021538246021305
Levesque et al. (2019),371,Target,frightful,3,199877,0.015009230676866273
Levesque et al. (2019),372,Input,hazard,0,199877,0.0
Levesque et al. (2019),372,Target,hazardous,0,199877,0.0
Levesque et al. (2019),373,Input,install,1,199877,0.005003076892288758
Levesque et al. (2019),373,Target,installment,0,199877,0.0
Levesque et al. (2019),374,Input,mourn,0,199877,0.0
Levesque et al. (2019),374,Target,mournful,0,199877,0.0
Levesque et al. (2019),375,Input,nourish,0,199877,0.0
Levesque et al. (2019),375,Target,nourishment,0,199877,0.0
Levesque et al. (2019),376,Input,rehearse,1,199877,0.005003076892288758
Levesque et al. (2019),376,Target,rehearsal,0,199877,0.0
Levesque et al. (2019),377,Input,resent,0,199877,0.0
Levesque et al. (2019),377,Target,resentful,0,199877,0.0
Levesque et al. (2019),378,Input,stain,1,199877,0.005003076892288758
Levesque et al. (2019),378,Target,stainless,0,199877,0.0
Levesque et al. (2019),379,Input,timid,0,199877,0.0
Levesque et al. (2019),379,Target,timidly,1,199877,0.005003076892288758
Gómez (2009),380,Input,music,17,199877,0.08505230716890888
Gómez (2009),380,Target,musician,0,199877,0.0
Gómez (2009),381,Input,popular,2,199877,0.010006153784577516
Gómez (2009),381,Target,popularity,0,199877,0.0
Gómez (2009),382,Input,growth,0,199877,0.0
Gómez (2009),382,Target,grow,41,199877,0.20512615258383907
Gómez (2009),383,Input,slow,36,199877,0.18011076812239527
Gómez (2009),383,Target,slowest,0,199877,0.0
Gómez (2009),384,Input,science,5,199877,0.025015384461443788
Gómez (2009),384,Target,scientist,1,199877,0.005003076892288758
Gómez (2009),385,Input,four,97,199877,0.4852984585520095
Gómez (2009),385,Target,fourth,6,199877,0.030018461353732546
Gómez (2009),386,Input,local,2,199877,0.010006153784577516
Gómez (2009),386,Target,locality,0,199877,0.0
Gómez (2009),387,Input,produce,0,199877,0.0
Gómez (2009),387,Target,production,0,199877,0.0
Gómez (2009),388,Input,vary,0,199877,0.0
Gómez (2009),388,Target,varied,0,199877,0.0
Gómez (2009),389,Input,wide,39,199877,0.19511999879926153
Gómez (2009),389,Target,width,0,199877,0.0
Gómez (2009),390,Input,assist,0,199877,0.0
Gómez (2009),390,Target,assistance,0,199877,0.0
Gómez (2009),391,Input,calm,8,199877,0.040024615138310064
Gómez (2009),391,Target,calmly,2,199877,0.010006153784577516
Gómez (2009),392,Input,magic,64,199877,0.3201969211064805
Gómez (2009),392,Target,magician,1,199877,0.005003076892288758
Gómez (2009),393,Input,strong,42,199877,0.21012922947612783
Gómez (2009),393,Target,strength,1,199877,0.005003076892288758
Gómez (2009),394,Input,discuss,0,199877,0.0
Gómez (2009),394,Target,discussion,1,199877,0.005003076892288758
Gómez (2009),395,Input,appear,3,199877,0.015009230676866273
Gómez (2009),395,Target,appearance,0,199877,0.0
Gómez (2009),396,Input,remark,0,199877,0.0
Gómez (2009),396,Target,remarkable,0,199877,0.0
Gómez (2009),397,Input,major,2,199877,0.010006153784577516
Gómez (2009),397,Target,majority,0,199877,0.0
Gómez (2009),398,Input,density,0,199877,0.0
Gómez (2009),398,Target,dense,0,199877,0.0
Gómez (2009),399,Input,mystery,3,199877,0.015009230676866273
Gómez (2009),399,Target,mysterious,3,199877,0.015009230676866273
Gómez (2009),400,Input,permit,0,199877,0.0
Gómez (2009),400,Target,permission,0,199877,0.0
Gómez (2009),401,Input,jacket,9,199877,0.045027692030598816
Gómez (2009),401,Target,jackets,2,199877,0.010006153784577516
Gómez (2009),402,Input,human,0,199877,0.0
Gómez (2009),402,Target,humanity,0,199877,0.0
Gómez (2009),403,Input,skip,14,199877,0.07004307649204261
Gómez (2009),403,Target,skipped,13,199877,0.06503999959975386
Gómez (2009),404,Input,description,0,199877,0.0
Gómez (2009),404,Target,describe,0,199877,0.0
Gómez (2009),405,Input,runner,0,199877,0.0
Gómez (2009),405,Target,run,76,199877,0.3802338438139456
Gómez (2009),406,Input,cloud,8,199877,0.040024615138310064
Gómez (2009),406,Target,cloudy,4,199877,0.020012307569155032
McCutchen & Logan (2011),407,Input,four,97,199877,0.4852984585520095
McCutchen & Logan (2011),407,Target,fourth,6,199877,0.030018461353732546
McCutchen & Logan (2011),408,Input,ill,1,199877,0.005003076892288758
McCutchen & Logan (2011),408,Target,illness,0,199877,0.0
McCutchen & Logan (2011),409,Input,allow,0,199877,0.0
McCutchen & Logan (2011),409,Target,allowance,1,199877,0.005003076892288758
McCutchen & Logan (2011),410,Input,strong,42,199877,0.21012922947612783
McCutchen & Logan (2011),410,Target,strength,1,199877,0.005003076892288758
McCutchen & Logan (2011),411,Input,art,7,199877,0.035021538246021305
McCutchen & Logan (2011),411,Target,artist,1,199877,0.005003076892288758
McCutchen & Logan (2011),412,Input,quick,35,199877,0.17510769123010653
McCutchen & Logan (2011),412,Target,quickly,34,199877,0.17010461433781776
McCutchen & Logan (2011),413,Input,victory,0,199877,0.0
McCutchen & Logan (2011),413,Target,victorious,1,199877,0.005003076892288758
McCutchen & Logan (2011),414,Input,assume,0,199877,0.0
McCutchen & Logan (2011),414,Target,assumption,0,199877,0.0
McCutchen & Logan (2011),415,Input,music,17,199877,0.08505230716890888
McCutchen & Logan (2011),415,Target,musician,0,199877,0.0
McCutchen & Logan (2011),416,Input,care,78,199877,0.39023999759852307
McCutchen & Logan (2011),416,Target,careful,13,199877,0.06503999959975386
McCutchen & Logan (2011),417,Input,sad,52,199877,0.26015999839901544
McCutchen & Logan (2011),417,Target,sadness,1,199877,0.005003076892288758
McCutchen & Logan (2011),418,Input,decide,8,199877,0.040024615138310064
McCutchen & Logan (2011),418,Target,decision,1,199877,0.005003076892288758
McCutchen & Logan (2011),419,Input,swim,27,199877,0.13508307609179646
McCutchen & Logan (2011),419,Target,swimmer,0,199877,0.0
McCutchen & Logan (2011),420,Input,examine,1,199877,0.005003076892288758
McCutchen & Logan (2011),420,Target,examination,0,199877,0.0
McCutchen & Logan (2011),421,Input,nerve,0,199877,0.0
McCutchen & Logan (2011),421,Target,nervous,5,199877,0.025015384461443788
McCutchen & Logan (2011),422,Input,trick,25,199877,0.12507692230721895
McCutchen & Logan (2011),422,Target,tricky,2,199877,0.010006153784577516
McCutchen & Logan (2011),423,Input,five,79,199877,0.3952430744908118
McCutchen & Logan (2011),423,Target,fifth,2,199877,0.010006153784577516
McCutchen & Logan (2011),424,Input,absent,0,199877,0.0
McCutchen & Logan (2011),424,Target,absence,0,199877,0.0
McCutchen & Logan (2011),425,Input,win,16,199877,0.08004923027662013
McCutchen & Logan (2011),425,Target,winner,3,199877,0.015009230676866273
McCutchen & Logan (2011),426,Input,distant,4,199877,0.020012307569155032
McCutchen & Logan (2011),426,Target,distance,4,199877,0.020012307569155032
McCutchen & Logan (2011),427,Input,science,5,199877,0.025015384461443788
McCutchen & Logan (2011),427,Target,scientist,1,199877,0.005003076892288758
McCutchen & Logan (2011),428,Input,deep,66,199877,0.330203074891058
McCutchen & Logan (2011),428,Target,depth,2,199877,0.010006153784577516
McCutchen & Logan (2011),429,Input,pain,5,199877,0.025015384461443788
McCutchen & Logan (2011),429,Target,painful,0,199877,0.0
McCutchen & Logan (2011),430,Input,think,257,199877,1.2857907613182107
McCutchen & Logan (2011),430,Target,thought,163,199877,0.8155015334430674
McCutchen & Logan (2011),431,Input,accept,3,199877,0.015009230676866273
McCutchen & Logan (2011),431,Target,acceptable,0,199877,0.0
McCutchen & Logan (2011),432,Input,comfort,1,199877,0.005003076892288758
McCutchen & Logan (2011),432,Target,comfortable,7,199877,0.035021538246021305
McCutchen & Logan (2011),433,Input,sign,22,199877,0.11006769163035267
McCutchen & Logan (2011),433,Target,signature,0,199877,0.0
McCutchen & Logan (2011),434,Input,long,216,199877,1.0806646087343716
McCutchen & Logan (2011),434,Target,length,2,199877,0.010006153784577516
McCutchen & Logan (2011),435,Input,know,271,199877,1.3558338378102532
McCutchen & Logan (2011),435,Target,knowledge,0,199877,0.0
McCutchen & Logan (2011),436,Input,excel,0,199877,0.0
McCutchen & Logan (2011),436,Target,excellent,10,199877,0.050030768922887575
Roth (2007),437,Input,walk,61,199877,0.3051876904296142
Roth (2007),437,Target,walked,73,199877,0.36522461313707927
Roth (2007),438,Input,sneaker,1,199877,0.005003076892288758
Roth (2007),438,Target,sneakers,2,199877,0.010006153784577516
Roth (2007),439,Input,low,29,199877,0.145089229876374
Roth (2007),439,Target,lower,2,199877,0.010006153784577516
Roth (2007),440,Input,stood,40,199877,0.2001230756915503
Roth (2007),440,Target,stand,46,199877,0.23014153704528284
Roth (2007),441,Input,lose,5,199877,0.025015384461443788
Roth (2007),441,Target,lost,52,199877,0.26015999839901544
Roth (2007),442,Input,say,226,199877,1.130695377657259
Roth (2007),442,Target,said,1882,199877,9.415790711287443
Roth (2007),443,Input,child,37,199877,0.18511384501468403
Roth (2007),443,Target,children,139,199877,0.6954276880281373
Roth (2007),444,Input,kept,53,199877,0.2651630752913042
Roth (2007),444,Target,keep,89,199877,0.44527384341369947
Roth (2007),445,Input,taller,5,199877,0.025015384461443788
Roth (2007),445,Target,tall,36,199877,0.18011076812239527
Roth (2007),446,Input,person,11,199877,0.055033845815176334
Roth (2007),446,Target,people,102,199877,0.5103138430134533
Roth (2007),447,Input,fun,142,199877,0.7104369187050036
Roth (2007),447,Target,funny,46,199877,0.23014153704528284
Roth (2007),448,Input,bake,6,199877,0.030018461353732546
Roth (2007),448,Target,baker,16,199877,0.08004923027662013
Roth (2007),449,Input,sun,155,199877,0.7754769183047574
Roth (2007),449,Target,sunny,23,199877,0.11507076852264142
Roth (2007),450,Input,work,118,199877,0.5903630732900734
Roth (2007),450,Target,worker,3,199877,0.015009230676866273
Roth (2007),451,Input,deep,66,199877,0.330203074891058
Roth (2007),451,Target,depth,2,199877,0.010006153784577516
Roth (2007),452,Input,action,5,199877,0.025015384461443788
Roth (2007),452,Target,act,21,199877,0.10506461473806392
Roth (2007),453,Input,art,7,199877,0.035021538246021305
Roth (2007),453,Target,artist,1,199877,0.005003076892288758
Roth (2007),454,Input,wide,39,199877,0.19511999879926153
Roth (2007),454,Target,width,0,199877,0.0
Roth (2007),455,Input,strength,1,199877,0.005003076892288758
Roth (2007),455,Target,strong,42,199877,0.21012922947612783
Roth (2007),456,Input,music,17,199877,0.08505230716890888
Roth (2007),456,Target,musician,0,199877,0.0
McCutchen et al. (2009),457,Input,four,97,199877,0.4852984585520095
McCutchen et al. (2009),457,Target,fourth,6,199877,0.030018461353732546
McCutchen et al. (2009),458,Input,ill,1,199877,0.005003076892288758
McCutchen et al. (2009),458,Target,illness,0,199877,0.0
McCutchen et al. (2009),459,Input,allow,0,199877,0.0
McCutchen et al. (2009),459,Target,allowance,1,199877,0.005003076892288758
McCutchen et al. (2009),460,Input,strong,42,199877,0.21012922947612783
McCutchen et al. (2009),460,Target,strength,1,199877,0.005003076892288758
McCutchen et al. (2009),461,Input,art,7,199877,0.035021538246021305
McCutchen et al. (2009),461,Target,artist,1,199877,0.005003076892288758
McCutchen et al. (2009),462,Input,quick,35,199877,0.17510769123010653
McCutchen et al. (2009),462,Target,quickly,34,199877,0.17010461433781776
McCutchen et al. (2009),463,Input,victory,0,199877,0.0
McCutchen et al. (2009),463,Target,victorious,1,199877,0.005003076892288758
McCutchen et al. (2009),464,Input,assume,0,199877,0.0
McCutchen et al. (2009),464,Target,assumption,0,199877,0.0
McCutchen et al. (2009),465,Input,music,17,199877,0.08505230716890888
McCutchen et al. (2009),465,Target,musician,0,199877,0.0
McCutchen et al. (2009),466,Input,care,78,199877,0.39023999759852307
McCutchen et al. (2009),466,Target,careful,13,199877,0.06503999959975386
McCutchen et al. (2009),467,Input,sad,52,199877,0.26015999839901544
McCutchen et al. (2009),467,Target,sadness,1,199877,0.005003076892288758
McCutchen et al. (2009),468,Input,decide,8,199877,0.040024615138310064
McCutchen et al. (2009),468,Target,decision,1,199877,0.005003076892288758
McCutchen et al. (2009),469,Input,swim,27,199877,0.13508307609179646
McCutchen et al. (2009),469,Target,swimmer,0,199877,0.0
McCutchen et al. (2009),470,Input,examine,1,199877,0.005003076892288758
McCutchen et al. (2009),470,Target,examination,0,199877,0.0
McCutchen et al. (2009),471,Input,nerve,0,199877,0.0
McCutchen et al. (2009),471,Target,nervous,5,199877,0.025015384461443788
McCutchen et al. (2009),472,Input,trick,25,199877,0.12507692230721895
McCutchen et al. (2009),472,Target,tricky,2,199877,0.010006153784577516
McCutchen et al. (2009),473,Input,five,79,199877,0.3952430744908118
McCutchen et al. (2009),473,Target,fifth,2,199877,0.010006153784577516
McCutchen et al. (2009),474,Input,absent,0,199877,0.0
McCutchen et al. (2009),474,Target,absence,0,199877,0.0
McCutchen et al. (2009),475,Input,win,16,199877,0.08004923027662013
McCutchen et al. (2009),475,Target,winner,3,199877,0.015009230676866273
McCutchen et al. (2009),476,Input,distant,4,199877,0.020012307569155032
McCutchen et al. (2009),476,Target,distance,4,199877,0.020012307569155032
McCutchen et al. (2009),477,Input,science,5,199877,0.025015384461443788
McCutchen et al. (2009),477,Target,scientist,1,199877,0.005003076892288758
McCutchen et al. (2009),478,Input,deep,66,199877,0.330203074891058
McCutchen et al. (2009),478,Target,depth,2,199877,0.010006153784577516
McCutchen et al. (2009),479,Input,pain,5,199877,0.025015384461443788
McCutchen et al. (2009),479,Target,painful,0,199877,0.0
McCutchen et al. (2009),480,Input,think,257,199877,1.2857907613182107
McCutchen et al. (2009),480,Target,thought,163,199877,0.8155015334430674
McCutchen et al. (2009),481,Input,accept,3,199877,0.015009230676866273
McCutchen et al. (2009),481,Target,acceptable,0,199877,0.0
McCutchen et al. (2009),482,Input,comfort,1,199877,0.005003076892288758
McCutchen et al. (2009),482,Target,comfortable,7,199877,0.035021538246021305
McCutchen et al. (2009),483,Input,sign,22,199877,0.11006769163035267
McCutchen et al. (2009),483,Target,signature,0,199877,0.0
McCutchen et al. (2009),484,Input,long,216,199877,1.0806646087343716
McCutchen et al. (2009),484,Target,length,2,199877,0.010006153784577516
McCutchen et al. (2009),485,Input,know,271,199877,1.3558338378102532
McCutchen et al. (2009),485,Target,knowledge,0,199877,0.0
McCutchen et al. (2009),486,Input,excel,0,199877,0.0
McCutchen et al. (2009),486,Target,excellent,10,199877,0.050030768922887575
Deacon et al. (2018),487,Input,behaves,0,199877,0.0
Deacon et al. (2018),487,Target,bravely,2,199877,0.010006153784577516
Deacon et al. (2018),488,Input,wise,15,199877,0.07504615338433136
Deacon et al. (2018),488,Target,wisely,0,199877,0.0
Deacon et al. (2018),489,Input,polite,4,199877,0.020012307569155032
Deacon et al. (2018),489,Target,politely,9,199877,0.045027692030598816
Deacon et al. (2018),490,Input,dust,16,199877,0.08004923027662013
Deacon et al. (2018),490,Target,dusty,9,199877,0.045027692030598816
Deacon et al. (2018),491,Input,mist,10,199877,0.050030768922887575
Deacon et al. (2018),491,Target,misty,6,199877,0.030018461353732546
Deacon et al. (2018),492,Input,frost,2,199877,0.010006153784577516
Deacon et al. (2018),492,Target,frosty,6,199877,0.030018461353732546
Deacon et al. (2018),493,Input,paint,47,199877,0.2351446139375716
Deacon et al. (2018),493,Target,painter,2,199877,0.010006153784577516
Deacon et al. (2018),494,Input,dance,38,199877,0.1901169219069728
Deacon et al. (2018),494,Target,dancer,1,199877,0.005003076892288758
Deacon et al. (2018),495,Input,juggle,1,199877,0.005003076892288758
Deacon et al. (2018),495,Target,juggler,0,199877,0.0
Deacon et al. (2018),496,Input,ghost,10,199877,0.050030768922887575
Deacon et al. (2018),496,Target,ghostie,0,199877,0.0
Deacon et al. (2018),497,Input,beast,21,199877,0.10506461473806392
Deacon et al. (2018),497,Target,beastie,0,199877,0.0
Deacon et al. (2018),498,Input,bird,109,199877,0.5453353812594746
Deacon et al. (2018),498,Target,birdy,0,199877,0.0
Deacon et al. (2018),499,Input,collect,7,199877,0.035021538246021305
Deacon et al. (2018),499,Target,collection,2,199877,0.010006153784577516
Deacon et al. (2018),500,Input,invent,0,199877,0.0
Deacon et al. (2018),500,Target,invention,1,199877,0.005003076892288758
Deacon et al. (2018),501,Input,suggest,3,199877,0.015009230676866273
Deacon et al. (2018),501,Target,suggestion,1,199877,0.005003076892288758
Deacon et al. (2018),502,Input,move,51,199877,0.25515692150672664
Deacon et al. (2018),502,Target,movement,2,199877,0.010006153784577516
Deacon et al. (2018),503,Input,agree,3,199877,0.015009230676866273
Deacon et al. (2018),503,Target,agreement,0,199877,0.0
Deacon et al. (2018),504,Input,argue,2,199877,0.010006153784577516
Deacon et al. (2018),504,Target,argument,0,199877,0.0
Levesque et al. (2017),505,Input,warm,70,199877,0.35021538246021305
Levesque et al. (2017),505,Target,warmth,2,199877,0.010006153784577516
Levesque et al. (2017),506,Input,growth,0,199877,0.0
Levesque et al. (2017),506,Target,grow,41,199877,0.20512615258383907
Levesque et al. (2017),507,Input,permit,0,199877,0.0
Levesque et al. (2017),507,Target,permission,0,199877,0.0
Levesque et al. (2017),508,Input,variable,0,199877,0.0
Levesque et al. (2017),508,Target,vary,0,199877,0.0
Levesque et al. (2017),509,Input,appear,3,199877,0.015009230676866273
Levesque et al. (2017),509,Target,appearance,0,199877,0.0
Levesque et al. (2017),510,Input,density,0,199877,0.0
Levesque et al. (2017),510,Target,dense,0,199877,0.0
Levesque et al. (2017),511,Input,four,97,199877,0.4852984585520095
Levesque et al. (2017),511,Target,fourth,6,199877,0.030018461353732546
Levesque et al. (2017),512,Input,famous,5,199877,0.025015384461443788
Levesque et al. (2017),512,Target,fame,2,199877,0.010006153784577516
Levesque et al. (2017),513,Input,protect,4,199877,0.020012307569155032
Levesque et al. (2017),513,Target,protection,0,199877,0.0
Levesque et al. (2017),514,Input,fifth,2,199877,0.010006153784577516
Levesque et al. (2017),514,Target,five,79,199877,0.3952430744908118
Levesque et al. (2017),515,Input,expand,0,199877,0.0
Levesque et al. (2017),515,Target,expansion,0,199877,0.0
Levesque et al. (2017),516,Input,strength,1,199877,0.005003076892288758
Levesque et al. (2017),516,Target,strong,42,199877,0.21012922947612783
Levesque et al. (2017),517,Input,reason,7,199877,0.035021538246021305
Levesque et al. (2017),517,Target,reasonable,0,199877,0.0
Levesque et al. (2017),518,Input,popularity,0,199877,0.0
Levesque et al. (2017),518,Target,popular,2,199877,0.010006153784577516
Levesque et al. (2017),519,Input,deep,66,199877,0.330203074891058
Levesque et al. (2017),519,Target,depth,2,199877,0.010006153784577516
Levesque et al. (2017),520,Input,publicity,0,199877,0.0
Levesque et al. (2017),520,Target,public,2,199877,0.010006153784577516
Levesque et al. (2017),521,Input,long,216,199877,1.0806646087343716
Levesque et al. (2017),521,Target,length,2,199877,0.010006153784577516
Levesque et al. (2017),522,Input,originality,0,199877,0.0
Levesque et al. (2017),522,Target,original,1,199877,0.005003076892288758
Levesque et al. (2017),523,Input,absorb,0,199877,0.0
