Reference,Item number,Type,Word,Books Count,Books Total Count,Books Frequency per 1000 words,COCA Count,COCA Total Count,COCA Frequency per 1000 words,Movies Count,Movies Total Count,Movies Frequency per 1000 words,CHILDES Count,CHILDES Total Count,CHILDES Frequency per 1000 words,Average Frequency per 1000 Words
Lam (2009),178,Target,artist,1,199877,0.0050030768922887,170,5536628,0.0307046093759595,2,66112,0.0302516940948693,43,3826525,0.01123734981,0.019299182543279378
Lam (2009),179,Input,cloud,8,199877,0.04002461513831,347,5536628,0.0626735261968114,1,66112,0.0151258470474346,67,3826525,0.01750935901,0.033833336848138995
Lam (2009),179,Target,cloudy,4,199877,0.020012307569155,36,5536628,0.0065021525737326,1,66112,0.0151258470474346,8,3826525,0.002090669733,0.01093274423083055
Lam (2009),180,Input,paint,47,199877,0.2351446139375716,387,5536628,0.0698981401676255,5,66112,0.0756292352371732,496,3826525,0.1296215234,0.12757337818559256
Lam (2009),180,Target,painter,2,199877,0.0100061537845775,47,5536628,0.0084889214157064,1,66112,0.0151258470474346,5,3826525,0.001306668583,0.008731897707679624
Lam (2009),181,Input,curl,9,199877,0.0450276920305988,69,5536628,0.0124624590996541,0,66112,0.0,28,3826525,0.007317344065,0.016201873798813226
Lam (2009),181,Target,curly,3,199877,0.0150092306768662,175,5536628,0.0316076861223112,0,66112,0.0,36,3826525,0.009408013798,0.01400623264929435
Lam (2009),182,Input,calm,8,199877,0.04002461513831,411,5536628,0.0742329085501138,5,66112,0.0756292352371732,57,3826525,0.01489602185,0.05119569519389925
Lam (2009),182,Target,calmly,2,199877,0.0100061537845775,107,5536628,0.0193258423719274,0,66112,0.0,0,3826525,0.0,0.0073329990391262255
Lam (2009),183,Input,magic,64,199877,0.3201969211064805,579,5536628,0.1045762872275327,1,66112,0.0151258470474346,260,3826525,0.06794676632,0.12696145542536194
Lam (2009),183,Target,musician,0,199877,0.0,40,5536628,0.007224613970814,0,66112,0.0,5,3826525,0.001306668583,0.0021328206384535
Lam (2009),184,Input,strong,42,199877,0.2101292294761278,922,5536628,0.1665273520272628,12,66112,0.1815101645692158,259,3826525,0.06768543261,0.1564630446706516
Lam (2009),184,Target,strength,1,199877,0.0050030768922887,439,5536628,0.0792901383296837,11,66112,0.1663843175217812,11,3826525,0.002874670883,0.06338805090668839
Lam (2009),185,Input,discuss,0,199877,0.0,197,5536628,0.0355812238062589,1,66112,0.0151258470474346,12,3826525,0.003136004599,0.013460768863173374
Lam (2009),185,Target,discussion,1,199877,0.0050030768922887,131,5536628,0.0236606107544158,2,66112,0.0302516940948693,13,3826525,0.003397338316,0.015578180014393449
Lam (2009),186,Input,appear,3,199877,0.0150092306768662,282,5536628,0.0509335284942387,2,66112,0.0302516940948693,11,3826525,0.002874670883,0.02476728103724355
Lam (2009),186,Target,appearance,0,199877,0.0,129,5536628,0.0232993800558751,0,66112,0.0,1,3826525,0.0002613337166,0.0058901784431187754
Lam (2009),187,Input,remark,0,199877,0.0,51,5536628,0.0092113828127878,1,66112,0.0151258470474346,0,3826525,0.0,0.0060843074650556
Lam (2009),187,Target,remarkable,0,199877,0.0,73,5536628,0.0131849204967355,0,66112,0.0,3,3826525,0.0007840011499,0.0034922304116588748
Lam (2009),188,Input,major,2,199877,0.0100061537845775,612,5536628,0.1105365937534542,11,66112,0.1663843175217812,0,3826525,0.0,0.07173176626495323
Lam (2009),188,Target,majority,0,199877,0.0,73,5536628,0.0131849204967355,0,66112,0.0,1,3826525,0.0002613337166,0.003361563553333875
Lam (2009),189,Input,humour,0,199877,0.0,7,5536628,0.0012643074448924,0,66112,0.0,0,3826525,0.0,0.0003160768612231
Lam (2009),189,Target,humorous,0,199877,0.0,12,5536628,0.0021673841912442,0,66112,0.0,2,3826525,0.0005226674332,0.0006725129061110499
Lam (2009),190,Input,mystery,3,199877,0.0150092306768662,234,5536628,0.0422639917292619,2,66112,0.0302516940948693,16,3826525,0.004181339466,0.02292656399174935
Lam (2009),190,Target,mysterious,3,199877,0.0150092306768662,171,5536628,0.0308852247252298,2,66112,0.0302516940948693,10,3826525,0.002613337166,0.019689871665741324
Deacon et al. (2013),192,Input,plugs,0,199877,0.0,12,5536628,0.0021673841912442,0,66112,0.0,16,3826525,0.004181339466,0.00158718091431105
Deacon et al. (2013),192,Target,plugged,1,199877,0.0050030768922887,31,5536628,0.0055990758273808,0,66112,0.0,46,3826525,0.01202135096,0.005655875919917375
Deacon et al. (2013),194,Input,chased,11,199877,0.0550338458151763,100,5536628,0.018061534927035,0,66112,0.0,23,3826525,0.006010675482,0.019776514056052828
Deacon et al. (2013),194,Target,chases,3,199877,0.0150092306768662,27,5536628,0.0048766144302994,0,66112,0.0,18,3826525,0.004704006899,0.0061474630015414
Deacon et al. (2013),196,Input,slammed,5,199877,0.0250153844614437,167,5536628,0.0301627633281484,0,66112,0.0,9,3826525,0.00235200345,0.014382537809898024
Deacon et al. (2013),196,Target,slams,0,199877,0.0,59,5536628,0.0106563056069506,0,66112,0.0,0,3826525,0.0,0.00266407640173765
Deacon et al. (2013),198,Input,feeds,4,199877,0.020012307569155,44,5536628,0.0079470753678954,1,66112,0.0151258470474346,8,3826525,0.002090669733,0.011293974929371248
Deacon et al. (2013),198,Target,fed,17,199877,0.0850523071689088,194,5536628,0.0350393777584479,0,66112,0.0,53,3826525,0.01385068698,0.033485592976839174
Deacon et al. (2013),200,Input,crept,10,199877,0.0500307689228875,137,5536628,0.0247443028500379,0,66112,0.0,9,3826525,0.00235200345,0.01928176880573135
Deacon et al. (2013),200,Target,creeps,3,199877,0.0150092306768662,24,5536628,0.0043347683824884,0,66112,0.0,3,3826525,0.0007840011499,0.00503200005231365
Deacon et al. (2013),202,Input,sells,1,199877,0.0050030768922887,33,5536628,0.0059603065259215,1,66112,0.0151258470474346,20,3826525,0.005226674332,0.007828976199411199
Deacon et al. (2013),202,Target,sold,10,199877,0.0500307689228875,250,5536628,0.0451538373175875,0,66112,0.0,35,3826525,0.009146680082,0.02608282158061875
Deacon et al. (2013),204,Input,ran,111,199877,0.5553415350440521,1589,5536628,0.2869977899905863,4,66112,0.0605033881897386,377,3826525,0.09852281117,0.2503413810985943
Deacon et al. (2013),204,Target,runs,12,199877,0.060036922707465,624,5536628,0.1127039779446984,8,66112,0.1210067763794772,82,3826525,0.02142936476,0.07879426044791016
Deacon et al. (2013),206,Input,opens,11,199877,0.0550338458151763,258,5536628,0.0465987601117503,0,66112,0.0,96,3826525,0.0250880368,0.03168016068173165
Deacon et al. (2013),206,Target,opened,74,199877,0.370227690029368,1134,5536628,0.204817806072577,7,66112,0.1058809293320425,161,3826525,0.04207472838,0.1807502884534969
Deacon et al. (2013),208,Input,strong,42,199877,0.2101292294761278,922,5536628,0.1665273520272628,12,66112,0.1815101645692158,259,3826525,0.06768543261,0.1564630446706516
Deacon et al. (2013),208,Target,strongest,5,199877,0.0250153844614437,42,5536628,0.0075858446693547,1,66112,0.0151258470474346,3,3826525,0.0007840011499,0.012127769332033252
Deacon et al. (2013),210,Input,chill,2,199877,0.0100061537845775,163,5536628,0.029440301931067,1,66112,0.0151258470474346,5,3826525,0.001306668583,0.013969742836519776
Deacon et al. (2013),210,Target,chilly,1,199877,0.0050030768922887,66,5536628,0.0119206130518431,0,66112,0.0,42,3826525,0.0109760161,0.00697492651103295
Deacon et al. (2013),212,Input,write,14,199877,0.0700430764920426,1080,5536628,0.1950645772119781,14,66112,0.2117618586640851,1247,3826525,0.3258831446,0.20068816424202646
Deacon et al. (2013),212,Target,writer,1,199877,0.0050030768922887,173,5536628,0.0312464554237705,5,66112,0.0756292352371732,10,3826525,0.002613337166,0.0286230261798081
Deacon et al. (2013),214,Input,curl,9,199877,0.0450276920305988,69,5536628,0.0124624590996541,0,66112,0.0,28,3826525,0.007317344065,0.016201873798813226
Deacon et al. (2013),214,Target,curly,3,199877,0.0150092306768662,175,5536628,0.0316076861223112,0,66112,0.0,36,3826525,0.009408013798,0.01400623264929435
Deacon et al. (2013),216,Input,store,47,199877,0.2351446139375716,868,5536628,0.1567741231666639,1,66112,0.0151258470474346,1098,3826525,0.2869444209,0.17349725126291754
Deacon et al. (2013),216,Target,shortage,0,199877,0.0,24,5536628,0.0043347683824884,5,66112,0.0756292352371732,1,3826525,0.0002613337166,0.020056334334065402
Deacon et al. (2013),218,Input,bite,17,199877,0.0850523071689088,319,5536628,0.0576162964172416,7,66112,0.1058809293320425,645,3826525,0.1685602472,0.10427744502954824
Deacon et al. (2013),218,Target,biting,2,199877,0.0100061537845775,111,5536628,0.0200483037690088,1,66112,0.0151258470474346,95,3826525,0.02482670308,0.017501751920255226
Deacon et al. (2013),220,Input,goose,24,199877,0.1200738454149301,129,5536628,0.0232993800558751,2,66112,0.0302516940948693,132,3826525,0.03449605059,0.05203024253891862
Deacon et al. (2013),220,Target,geese,6,199877,0.0300184613537325,55,5536628,0.0099338442098692,0,66112,0.0,30,3826525,0.007840011499,0.011948079265650426
Deacon et al. (2013),222,Input,obedient,0,199877,0.0,13,5536628,0.0023479995405145,1,66112,0.0151258470474346,2,3826525,0.0005226674332,0.004499128505287275
Deacon et al. (2013),222,Target,obedience,0,199877,0.0,14,5536628,0.0025286148897849,0,66112,0.0,0,3826525,0.0,0.000632153722446225
Deacon et al. (2013),224,Input,strong,42,199877,0.2101292294761278,922,5536628,0.1665273520272628,12,66112,0.1815101645692158,259,3826525,0.06768543261,0.1564630446706516
Deacon et al. (2013),224,Target,strength,1,199877,0.0050030768922887,439,5536628,0.0792901383296837,11,66112,0.1663843175217812,11,3826525,0.002874670883,0.06338805090668839
Deacon et al. (2013),226,Input,clean,54,199877,0.2701661521835929,782,5536628,0.1412412031294138,1,66112,0.0151258470474346,1330,3826525,0.3475738431,0.19352676136511032
Deacon et al. (2013),226,Target,cleaner,2,199877,0.0100061537845775,54,5536628,0.0097532288605989,0,66112,0.0,101,3826525,0.02639470538,0.0115385220062941
Deacon et al. (2013),228,Input,deep,66,199877,0.330203074891058,1344,5536628,0.2427470294193505,3,66112,0.0453775411423039,131,3826525,0.03423471688,0.1631405905831781
Deacon et al. (2013),228,Target,depth,2,199877,0.0100061537845775,44,5536628,0.0079470753678954,0,66112,0.0,0,3826525,0.0,0.004488307288118225
Deacon et al. (2013),230,Input,mouse,152,199877,0.7604676876278912,262,5536628,0.0473212215088317,0,66112,0.0,728,3826525,0.1902509457,0.24950996370918072
Deacon et al. (2013),230,Target,mice,18,199877,0.0900553840611976,146,5536628,0.0263698409934711,1,66112,0.0151258470474346,184,3826525,0.04808540386,0.044909118990525826
Deacon et al. (2013),232,Input,scratch,16,199877,0.0800492302766201,102,5536628,0.0184227656255757,0,66112,0.0,135,3826525,0.03528005174,0.033438011910548945
Deacon et al. (2013),232,Target,scratched,7,199877,0.0350215382460213,103,5536628,0.018603380974846,0,66112,0.0,35,3826525,0.009146680082,0.015692899825716825
Deacon et al. (2013),234,Input,true,48,199877,0.2401476908298603,1192,5536628,0.2152934963302573,26,66112,0.393272023233301,217,3826525,0.05670941651,0.22635565672585467
Deacon et al. (2013),234,Target,truth,4,199877,0.020012307569155,547,5536628,0.0987965960508815,6,66112,0.0907550822846079,38,3826525,0.009930681232,0.05487366678416109
Deacon et al. (2013),236,Input,farm,52,199877,0.2601599983990154,480,5536628,0.086695367649768,9,66112,0.1361326234269119,446,3826525,0.1165548376,0.14988570676892382
Deacon et al. (2013),236,Target,farmer,52,199877,0.2601599983990154,226,5536628,0.0408190689350991,0,66112,0.0,203,3826525,0.05305074447,0.08850745295102863
Deacon et al. (2013),238,Input,mild,5,199877,0.0250153844614437,129,5536628,0.0232993800558751,0,66112,0.0,4,3826525,0.001045334866,0.012340024845829701
Deacon et al. (2013),238,Target,mildly,0,199877,0.0,22,5536628,0.0039735376839477,0,66112,0.0,1,3826525,0.0002613337166,0.0010587178501369249
Deacon et al. (2013),240,Input,sing,69,199877,0.3452123055679242,380,5536628,0.068633832722733,1,66112,0.0151258470474346,1143,3826525,0.2987044381,0.18191910585952295
Deacon et al. (2013),240,Target,sang,61,199877,0.3051876904296142,193,5536628,0.0348587624091775,1,66112,0.0151258470474346,78,3826525,0.0203840299,0.09388908244655657
Deacon et al. (2013),242,Input,science,5,199877,0.0250153844614437,403,5536628,0.072787985755951,5,66112,0.0756292352371732,24,3826525,0.006272009199,0.04492615366339198
Deacon et al. (2013),242,Target,scientist,1,199877,0.0050030768922887,103,5536628,0.018603380974846,1,66112,0.0151258470474346,5,3826525,0.001306668583,0.010009743374392324
Deacon et al. (2013),244,Input,shrink,0,199877,0.0,52,5536628,0.0093919981620582,0,66112,0.0,8,3826525,0.002090669733,0.00287066697376455
Deacon et al. (2013),244,Target,shrinkage,0,199877,0.0,1,5536628,0.0001806153492703,0,66112,0.0,0,3826525,0.0,4.5153837317575e-05
Deacon et al. (2013),246,Input,bold,7,199877,0.0350215382460213,98,5536628,0.0177003042284943,2,66112,0.0302516940948693,5,3826525,0.001306668583,0.021070051288096227
Deacon et al. (2013),246,Target,boldly,1,199877,0.0050030768922887,30,5536628,0.0054184604781105,0,66112,0.0,0,3826525,0.0,0.0026053843425997997
Deacon et al. (2013),248,Input,fly,89,199877,0.4452738434136994,715,5536628,0.1291399747283003,16,66112,0.2420135527589545,648,3826525,0.1693442484,0.24644290482523856
Deacon et al. (2013),248,Target,flying,52,199877,0.2601599983990154,510,5536628,0.0921138281278785,3,66112,0.0453775411423039,368,3826525,0.09617080772,0.12345554384729945
Deacon (2012),250,Input,plugs,0,199877,0.0,12,5536628,0.0021673841912442,0,66112,0.0,16,3826525,0.004181339466,0.00158718091431105
Deacon (2012),250,Target,plugged,1,199877,0.0050030768922887,31,5536628,0.0055990758273808,0,66112,0.0,46,3826525,0.01202135096,0.005655875919917375
Deacon (2012),252,Input,chased,11,199877,0.0550338458151763,100,5536628,0.018061534927035,0,66112,0.0,23,3826525,0.006010675482,0.019776514056052828
Deacon (2012),252,Target,chases,3,199877,0.0150092306768662,27,5536628,0.0048766144302994,0,66112,0.0,18,3826525,0.004704006899,0.0061474630015414
Deacon (2012),254,Input,slammed,5,199877,0.0250153844614437,167,5536628,0.0301627633281484,0,66112,0.0,9,3826525,0.00235200345,0.014382537809898024
Deacon (2012),254,Target,slams,0,199877,0.0,59,5536628,0.0106563056069506,0,66112,0.0,0,3826525,0.0,0.00266407640173765
Deacon (2012),256,Input,feeds,4,199877,0.020012307569155,44,5536628,0.0079470753678954,1,66112,0.0151258470474346,8,3826525,0.002090669733,0.011293974929371248
Deacon (2012),256,Target,fed,17,199877,0.0850523071689088,194,5536628,0.0350393777584479,0,66112,0.0,53,3826525,0.01385068698,0.033485592976839174
Deacon (2012),258,Input,crept,10,199877,0.0500307689228875,137,5536628,0.0247443028500379,0,66112,0.0,9,3826525,0.00235200345,0.01928176880573135
Deacon (2012),258,Target,creeps,3,199877,0.0150092306768662,24,5536628,0.0043347683824884,0,66112,0.0,3,3826525,0.0007840011499,0.00503200005231365
Deacon (2012),260,Input,sells,1,199877,0.0050030768922887,33,5536628,0.0059603065259215,1,66112,0.0151258470474346,20,3826525,0.005226674332,0.007828976199411199
Deacon (2012),260,Target,sold,10,199877,0.0500307689228875,250,5536628,0.0451538373175875,0,66112,0.0,35,3826525,0.009146680082,0.02608282158061875
Deacon (2012),262,Input,ran,111,199877,0.5553415350440521,1589,5536628,0.2869977899905863,4,66112,0.0605033881897386,377,3826525,0.09852281117,0.2503413810985943
Deacon (2012),262,Target,runs,12,199877,0.060036922707465,624,5536628,0.1127039779446984,8,66112,0.1210067763794772,82,3826525,0.02142936476,0.07879426044791016
Deacon (2012),264,Input,opens,11,199877,0.0550338458151763,258,5536628,0.0465987601117503,0,66112,0.0,96,3826525,0.0250880368,0.03168016068173165
Deacon (2012),264,Target,opened,74,199877,0.370227690029368,1134,5536628,0.204817806072577,7,66112,0.1058809293320425,161,3826525,0.04207472838,0.1807502884534969
Deacon et al. (2007),266,Input,shakes,3,199877,0.0150092306768662,90,5536628,0.0162553814343315,0,66112,0.0,34,3826525,0.008885346365,0.010037489619049425
Deacon et al. (2007),266,Target,shook,21,199877,0.1050646147380639,1042,5536628,0.1882011939397048,1,66112,0.0151258470474346,40,3826525,0.01045334866,0.07971125109630081
Deacon et al. (2007),268,Input,keeping,8,199877,0.04002461513831,464,5536628,0.0838055220614424,2,66112,0.0302516940948693,58,3826525,0.01515735556,0.04230979671365542
Deacon et al. (2007),268,Target,kept,53,199877,0.2651630752913042,1206,5536628,0.2178221112200422,3,66112,0.0453775411423039,165,3826525,0.04312006324,0.14287069772341254
Deacon et al. (2007),270,Input,fed,17,199877,0.0850523071689088,194,5536628,0.0350393777584479,0,66112,0.0,53,3826525,0.01385068698,0.033485592976839174
Deacon et al. (2007),270,Target,feeds,4,199877,0.020012307569155,44,5536628,0.0079470753678954,1,66112,0.0151258470474346,8,3826525,0.002090669733,0.011293974929371248
Deacon et al. (2007),272,Input,left,98,199877,0.4903015354442982,3393,5536628,0.612827880074298,44,66112,0.6655372700871248,988,3826525,0.258197712,0.5067160994014303
Deacon et al. (2007),272,Target,leaves,35,199877,0.1751076912301065,829,5536628,0.1497301245451202,2,66112,0.0302516940948693,255,3826525,0.06664009774,0.105432401902524
Deacon et al. (2007),274,Input,laughed,63,199877,0.3151938442141917,949,5536628,0.1714039664575622,2,66112,0.0302516940948693,41,3826525,0.01071468238,0.13189104678665578
Deacon et al. (2007),274,Target,laughs,3,199877,0.0150092306768662,190,5536628,0.0343169163613665,1,66112,0.0151258470474346,26,3826525,0.006794676632,0.017811667679416825
Deacon et al. (2007),276,Input,slams,0,199877,0.0,59,5536628,0.0106563056069506,0,66112,0.0,0,3826525,0.0,0.00266407640173765
Deacon et al. (2007),276,Target,slammed,5,199877,0.0250153844614437,167,5536628,0.0301627633281484,0,66112,0.0,9,3826525,0.00235200345,0.014382537809898024
Deacon et al. (2007),278,Input,runs,12,199877,0.060036922707465,624,5536628,0.1127039779446984,8,66112,0.1210067763794772,82,3826525,0.02142936476,0.07879426044791016
Deacon et al. (2007),278,Target,ran,111,199877,0.5553415350440521,1589,5536628,0.2869977899905863,4,66112,0.0605033881897386,377,3826525,0.09852281117,0.2503413810985943
Deacon et al. (2014),288,Input,strong,42,199877,0.2101292294761278,922,5536628,0.1665273520272628,12,66112,0.1815101645692158,259,3826525,0.06768543261,0.1564630446706516
Deacon et al. (2014),288,Target,strongest,5,199877,0.0250153844614437,42,5536628,0.0075858446693547,1,66112,0.0151258470474346,3,3826525,0.0007840011499,0.012127769332033252
Deacon et al. (2014),290,Input,chill,2,199877,0.0100061537845775,163,5536628,0.029440301931067,1,66112,0.0151258470474346,5,3826525,0.001306668583,0.013969742836519776
Deacon et al. (2014),290,Target,chilly,1,199877,0.0050030768922887,66,5536628,0.0119206130518431,0,66112,0.0,42,3826525,0.0109760161,0.00697492651103295
Deacon et al. (2014),292,Input,write,14,199877,0.0700430764920426,1080,5536628,0.1950645772119781,14,66112,0.2117618586640851,1247,3826525,0.3258831446,0.20068816424202646
Deacon et al. (2014),292,Target,writer,1,199877,0.0050030768922887,173,5536628,0.0312464554237705,5,66112,0.0756292352371732,10,3826525,0.002613337166,0.0286230261798081
Deacon et al. (2014),294,Input,curl,9,199877,0.0450276920305988,69,5536628,0.0124624590996541,0,66112,0.0,28,3826525,0.007317344065,0.016201873798813226
Deacon et al. (2014),294,Target,curly,3,199877,0.0150092306768662,175,5536628,0.0316076861223112,0,66112,0.0,36,3826525,0.009408013798,0.01400623264929435
Deacon et al. (2014),296,Input,store,47,199877,0.2351446139375716,868,5536628,0.1567741231666639,1,66112,0.0151258470474346,1098,3826525,0.2869444209,0.17349725126291754
Deacon et al. (2014),296,Target,storage,1,199877,0.0050030768922887,98,5536628,0.0177003042284943,0,66112,0.0,4,3826525,0.001045334866,0.00593717899669575
Deacon et al. (2014),298,Input,bite,17,199877,0.0850523071689088,319,5536628,0.0576162964172416,7,66112,0.1058809293320425,645,3826525,0.1685602472,0.10427744502954824
Deacon et al. (2014),298,Target,biting,2,199877,0.0100061537845775,111,5536628,0.0200483037690088,1,66112,0.0151258470474346,95,3826525,0.02482670308,0.017501751920255226
Deacon et al. (2014),300,Input,goose,24,199877,0.1200738454149301,129,5536628,0.0232993800558751,2,66112,0.0302516940948693,132,3826525,0.03449605059,0.05203024253891862
Deacon et al. (2014),300,Target,geese,6,199877,0.0300184613537325,55,5536628,0.0099338442098692,0,66112,0.0,30,3826525,0.007840011499,0.011948079265650426
Deacon et al. (2014),302,Input,obedient,0,199877,0.0,13,5536628,0.0023479995405145,1,66112,0.0151258470474346,2,3826525,0.0005226674332,0.004499128505287275
Deacon et al. (2014),302,Target,obedience,0,199877,0.0,14,5536628,0.0025286148897849,0,66112,0.0,0,3826525,0.0,0.000632153722446225
Deacon et al. (2014),304,Input,strong,42,199877,0.2101292294761278,922,5536628,0.1665273520272628,12,66112,0.1815101645692158,259,3826525,0.06768543261,0.1564630446706516
Deacon et al. (2014),304,Target,strength,1,199877,0.0050030768922887,439,5536628,0.0792901383296837,11,66112,0.1663843175217812,11,3826525,0.002874670883,0.06338805090668839
Deacon et al. (2014),306,Input,clean,54,199877,0.2701661521835929,782,5536628,0.1412412031294138,1,66112,0.0151258470474346,1330,3826525,0.3475738431,0.19352676136511032
Deacon et al. (2014),306,Target,cleaner,2,199877,0.0100061537845775,54,5536628,0.0097532288605989,0,66112,0.0,101,3826525,0.02639470538,0.0115385220062941
Deacon et al. (2014),308,Input,deep,66,199877,0.330203074891058,1344,5536628,0.2427470294193505,3,66112,0.0453775411423039,131,3826525,0.03423471688,0.1631405905831781
Deacon et al. (2014),308,Target,depth,2,199877,0.0100061537845775,44,5536628,0.0079470753678954,0,66112,0.0,0,3826525,0.0,0.004488307288118225
Deacon et al. (2014),310,Input,mouse,152,199877,0.7604676876278912,262,5536628,0.0473212215088317,0,66112,0.0,728,3826525,0.1902509457,0.24950996370918072
Deacon et al. (2014),310,Target,mice,18,199877,0.0900553840611976,146,5536628,0.0263698409934711,1,66112,0.0151258470474346,184,3826525,0.04808540386,0.044909118990525826
Deacon et al. (2014),312,Input,scratch,16,199877,0.0800492302766201,102,5536628,0.0184227656255757,0,66112,0.0,135,3826525,0.03528005174,0.033438011910548945
Deacon et al. (2014),312,Target,scratched,7,199877,0.0350215382460213,103,5536628,0.018603380974846,0,66112,0.0,35,3826525,0.009146680082,0.015692899825716825
Deacon et al. (2014),314,Input,true,48,199877,0.2401476908298603,1192,5536628,0.2152934963302573,26,66112,0.393272023233301,217,3826525,0.05670941651,0.22635565672585467
Deacon et al. (2014),314,Target,truth,4,199877,0.020012307569155,547,5536628,0.0987965960508815,6,66112,0.0907550822846079,38,3826525,0.009930681232,0.05487366678416109
Deacon et al. (2014),316,Input,farm,52,199877,0.2601599983990154,480,5536628,0.086695367649768,9,66112,0.1361326234269119,446,3826525,0.1165548376,0.14988570676892382
Deacon et al. (2014),316,Target,farmer,52,199877,0.2601599983990154,226,5536628,0.0408190689350991,0,66112,0.0,203,3826525,0.05305074447,0.08850745295102863
Deacon et al. (2014),318,Input,mild,5,199877,0.0250153844614437,129,5536628,0.0232993800558751,0,66112,0.0,4,3826525,0.001045334866,0.012340024845829701
Deacon et al. (2014),318,Target,mildly,0,199877,0.0,22,5536628,0.0039735376839477,0,66112,0.0,1,3826525,0.0002613337166,0.0010587178501369249
Deacon et al. (2014),320,Input,sing,69,199877,0.3452123055679242,380,5536628,0.068633832722733,1,66112,0.0151258470474346,1143,3826525,0.2987044381,0.18191910585952295
Deacon et al. (2014),320,Target,sang,61,199877,0.3051876904296142,193,5536628,0.0348587624091775,1,66112,0.0151258470474346,78,3826525,0.0203840299,0.09388908244655657
Deacon et al. (2014),322,Input,science,5,199877,0.0250153844614437,403,5536628,0.072787985755951,5,66112,0.0756292352371732,24,3826525,0.006272009199,0.04492615366339198
Deacon et al. (2014),322,Target,scientist,1,199877,0.0050030768922887,103,5536628,0.018603380974846,1,66112,0.0151258470474346,5,3826525,0.001306668583,0.010009743374392324
Deacon et al. (2014),324,Input,shrink,0,199877,0.0,52,5536628,0.0093919981620582,0,66112,0.0,8,3826525,0.002090669733,0.00287066697376455
Deacon et al. (2014),324,Target,shrinkage,0,199877,0.0,1,5536628,0.0001806153492703,0,66112,0.0,0,3826525,0.0,4.5153837317575e-05
Deacon et al. (2014),326,Input,bold,7,199877,0.0350215382460213,98,5536628,0.0177003042284943,2,66112,0.0302516940948693,5,3826525,0.001306668583,0.021070051288096227
Deacon et al. (2014),326,Target,boldly,1,199877,0.0050030768922887,30,5536628,0.0054184604781105,0,66112,0.0,0,3826525,0.0,0.0026053843425997997
Deacon et al. (2014),328,Input,fly,89,199877,0.4452738434136994,715,5536628,0.1291399747283003,16,66112,0.2420135527589545,648,3826525,0.1693442484,0.24644290482523856
Deacon et al. (2014),328,Target,flying,52,199877,0.2601599983990154,510,5536628,0.0921138281278785,3,66112,0.0453775411423039,368,3826525,0.09617080772,0.12345554384729945
Ku & Anderson (2003),330,Input,grow,41,199877,0.205126152583839,775,5536628,0.1399768956845213,2,66112,0.0302516940948693,331,3826525,0.0865014602,0.11546405064080739
Ku & Anderson (2003),330,Target,growth,0,199877,0.0,192,5536628,0.0346781470599072,2,66112,0.0302516940948693,3,3826525,0.0007840011499,0.016428460576169125
Ku & Anderson (2003),331,Input,dance,38,199877,0.1901169219069728,888,5536628,0.1603864301520709,21,66112,0.3176427879961278,546,3826525,0.1426882093,0.20270858733879288
Ku & Anderson (2003),331,Target,dancer,1,199877,0.0050030768922887,56,5536628,0.0101144595591396,1,66112,0.0151258470474346,24,3826525,0.006272009199,0.009128848174465725
Ku & Anderson (2003),332,Input,art,7,199877,0.0350215382460213,510,5536628,0.0921138281278785,2,66112,0.0302516940948693,70,3826525,0.01829336016,0.043920105157192274
Ku & Anderson (2003),332,Target,artist,1,199877,0.0050030768922887,170,5536628,0.0307046093759595,2,66112,0.0302516940948693,43,3826525,0.01123734981,0.019299182543279378
Ku & Anderson (2003),333,Input,baker,16,199877,0.0800492302766201,153,5536628,0.0276341484383635,0,66112,0.0,27,3826525,0.007056010349,0.0286848472659959
Ku & Anderson (2003),333,Target,bakery,0,199877,0.0,59,5536628,0.0106563056069506,0,66112,0.0,19,3826525,0.004965340616,0.00390541155573765
Ku & Anderson (2003),334,Input,dirt,37,199877,0.185113845014684,412,5536628,0.0744135238993842,3,66112,0.0453775411423039,265,3826525,0.06925343491,0.09353958624159303
Ku & Anderson (2003),334,Target,dirty,28,199877,0.1400861529840852,251,5536628,0.0453344526668578,1,66112,0.0151258470474346,910,3826525,0.2378136821,0.1095900336995944
Ku & Anderson (2003),335,Input,after,187,199877,0.9355753788579976,6932,5536628,1.252025601142067,53,66112,0.8016698935140368,0,3826525,0.0,0.7473177183785253
Ku & Anderson (2003),335,Target,afternoon,32,199877,0.1600984605532402,770,5536628,0.1390738189381695,7,66112,0.1058809293320425,0,3826525,0.0,0.10126330220586305
Ku & Anderson (2003),336,Input,man,196,199877,0.9806030708885964,5451,5536628,0.9845342688726784,81,66112,1.2251936108422072,8,3826525,0.002090669733,0.7981054050841205
Ku & Anderson (2003),336,Target,many,112,199877,0.5603446119363409,3922,5536628,0.7083733998383132,20,66112,0.3025169409486931,8,3826525,0.002090669733,0.39333140561408675
Ku & Anderson (2003),337,Input,person,11,199877,0.0550338458151763,1370,5536628,0.2474430285003796,10,66112,0.1512584704743465,469,3826525,0.1225655131,0.1440752144724756
Ku & Anderson (2003),337,Target,personal,2,199877,0.0100061537845775,400,5536628,0.07224613970814,5,66112,0.0756292352371732,6,3826525,0.0015680023,0.03986238275747268
Ku & Anderson (2003),338,Input,pain,5,199877,0.0250153844614437,699,5536628,0.1262501291399747,7,66112,0.1058809293320425,18,3826525,0.004704006899,0.06546261245811523
