Reference,Item number,Type,Word,Books Count,Books Total Count,Books Frequency per 1000 words,COCA Count,COCA Total Count,COCA Frequency per 1000 words,Movies Count,Movies Total Count,Movies Frequency per 1000 words,CHILDES Count,CHILDES Total Count,CHILDES Frequency per 1000 words,Average Frequency per 1000 Words
James et al. (2021),123,Foil,musicker,0,199877,0.0,0,5536628,0.0,0,66112,0.0,0,3826525,0.0,0.0
James et al. (2021),124,Target,celebration,3,199877,0.0150092306768662,99,5536628,0.0178809195777646,0,66112,0.0,19,3826525,0.004965340616,0.009463872717657699
James et al. (2021),124,Foil,celebratism,0,199877,0.0,0,5536628,0.0,0,66112,0.0,0,3826525,0.0,0.0
James et al. (2021),124,Foil,celebrates,0,199877,0.0,30,5536628,0.0054184604781105,0,66112,0.0,0,3826525,0.0,0.001354615119527625
James et al. (2021),125,Target,thunderous,1,199877,0.0050030768922887,18,5536628,0.0032510762868663,0,66112,0.0,1,3826525,0.0002613337166,0.00212887172393875
James et al. (2021),125,Foil,thunderive,0,199877,0.0,0,5536628,0.0,0,66112,0.0,0,3826525,0.0,0.0
James et al. (2021),125,Foil,thundered,2,199877,0.0100061537845775,16,5536628,0.0028898455883256,0,66112,0.0,3,3826525,0.0007840011499,0.003420000130700775
James et al. (2021),126,Target,inclusive,0,199877,0.0,21,5536628,0.0037929223346773,0,66112,0.0,0,3826525,0.0,0.000948230583669325
James et al. (2021),126,Foil,includish,0,199877,0.0,0,5536628,0.0,0,66112,0.0,0,3826525,0.0,0.0
James et al. (2021),126,Foil,includes,0,199877,0.0,180,5536628,0.032510762868663,0,66112,0.0,3,3826525,0.0007840011499,0.00832369100464075
James et al. (2021),127,Target,treatment,0,199877,0.0,459,5536628,0.0829024453150907,1,66112,0.0151258470474346,0,3826525,0.0,0.024507073090631323
James et al. (2021),127,Foil,treatage,0,199877,0.0,0,5536628,0.0,0,66112,0.0,0,3826525,0.0,0.0
James et al. (2021),127,Foil,treated,0,199877,0.0,250,5536628,0.0451538373175875,1,66112,0.0151258470474346,7,3826525,0.001829336016,0.015527255095255524
James et al. (2021),128,Target,walkable,0,199877,0.0,0,5536628,0.0,0,66112,0.0,0,3826525,0.0,0.0
James et al. (2021),128,Foil,walkous,0,199877,0.0,0,5536628,0.0,0,66112,0.0,0,3826525,0.0,0.0
James et al. (2021),128,Foil,walks,8,199877,0.04002461513831,562,5536628,0.1015058262899367,3,66112,0.0453775411423039,85,3826525,0.02221336591,0.052280337120137646
James et al. (2021),129,Target,plasticity,0,199877,0.0,0,5536628,0.0,0,66112,0.0,0,3826525,0.0,0.0
James et al. (2021),129,Foil,plasticker,0,199877,0.0,0,5536628,0.0,0,66112,0.0,0,3826525,0.0,0.0
James et al. (2021),129,Foil,plasticked,0,199877,0.0,0,5536628,0.0,0,66112,0.0,0,3826525,0.0,0.0
James et al. (2021),130,Target,signage,0,199877,0.0,0,5536628,0.0,0,66112,0.0,0,3826525,0.0,0.0
James et al. (2021),130,Foil,signity,0,199877,0.0,0,5536628,0.0,0,66112,0.0,0,3826525,0.0,0.0
James et al. (2021),130,Foil,signed,0,199877,0.0,153,5536628,0.0276341484383635,0,66112,0.0,12,3826525,0.003136004599,0.007692538259340875
James et al. (2021),131,Target,angelic,1,199877,0.0050030768922887,8,5536628,0.0014449227941628,0,66112,0.0,1,3826525,0.0002613337166,0.001677333350762875
James et al. (2021),131,Foil,angelant,0,199877,0.0,0,5536628,0.0,0,66112,0.0,0,3826525,0.0,0.0
James et al. (2021),131,Foil,angels,8,199877,0.04002461513831,74,5536628,0.0133655358460059,0,66112,0.0,27,3826525,0.007056010349,0.015111540333328975
Nagy et al. (2006),41,Target,directions,1,199877,0.0050030768922887,224,5536628,0.0404578382365584,1,66112,0.0151258470474346,52,3826525,0.01358935326,0.018544028859070423
Nagy et al. (2006),41,Foil,directs,1,199877,0.0050030768922887,18,5536628,0.0032510762868663,0,66112,0.0,0,3826525,0.0,0.00206353829478875
Nagy et al. (2006),41,Foil,directing,1,199877,0.0050030768922887,30,5536628,0.0054184604781105,0,66112,0.0,1,3826525,0.0002613337166,0.0026707177717498
Nagy et al. (2006),41,Foil,directed,1,199877,0.0050030768922887,71,5536628,0.0128236897981948,0,66112,0.0,5,3826525,0.001306668583,0.004783358818370874
Nagy et al. (2006),42,Target,loveliest,0,199877,0.0,9,5536628,0.0016255381434331,0,66112,0.0,0,3826525,0.0,0.000406384535858275
Nagy et al. (2006),42,Foil,loving,7,199877,0.0350215382460213,182,5536628,0.0328719935672037,1,66112,0.0151258470474346,12,3826525,0.003136004599,0.021538845864914898
Nagy et al. (2006),42,Foil,lovingly,0,199877,0.0,22,5536628,0.0039735376839477,0,66112,0.0,0,3826525,0.0,0.000993384420986925
Nagy et al. (2006),42,Foil,loveliness,1,199877,0.0050030768922887,8,5536628,0.0014449227941628,0,66112,0.0,0,3826525,0.0,0.001611999921612875
Nagy et al. (2006),43,Target,announcement,1,199877,0.0050030768922887,66,5536628,0.0119206130518431,0,66112,0.0,7,3826525,0.001829336016,0.00468825649003295
Nagy et al. (2006),43,Foil,announce,0,199877,0.0,56,5536628,0.0101144595591396,1,66112,0.0151258470474346,3,3826525,0.0007840011499,0.00650607693911855
Nagy et al. (2006),43,Foil,announcing,0,199877,0.0,30,5536628,0.0054184604781105,0,66112,0.0,3,3826525,0.0007840011499,0.001550615407002625
Nagy et al. (2006),43,Foil,announced,12,199877,0.060036922707465,290,5536628,0.0523784512884015,1,66112,0.0151258470474346,7,3826525,0.001829336016,0.03234263926482527
Nagy et al. (2006),44,Target,quickness,0,199877,0.0,11,5536628,0.0019867688419738,0,66112,0.0,0,3826525,0.0,0.00049669221049345
Nagy et al. (2006),44,Foil,quicker,4,199877,0.020012307569155,46,5536628,0.0083083060664361,0,66112,0.0,9,3826525,0.00235200345,0.007668154271397776
Nagy et al. (2006),44,Foil,quickly,34,199877,0.1701046143378177,1220,5536628,0.2203507261098271,8,66112,0.1210067763794772,137,3826525,0.03580271918,0.1368162090017805
Nagy et al. (2006),44,Foil,quickest,0,199877,0.0,14,5536628,0.0025286148897849,0,66112,0.0,2,3826525,0.0005226674332,0.000762820580746225
Nagy et al. (2006),45,Target,creation,0,199877,0.0,57,5536628,0.0102950749084099,0,66112,0.0,4,3826525,0.001045334866,0.002835102443602475
Nagy et al. (2006),45,Foil,creative,0,199877,0.0,133,5536628,0.0240218414529565,1,66112,0.0151258470474346,7,3826525,0.001829336016,0.010244256129097776
Nagy et al. (2006),45,Foil,creator,0,199877,0.0,30,5536628,0.0054184604781105,0,66112,0.0,0,3826525,0.0,0.001354615119527625
Nagy et al. (2006),45,Foil,creates,0,199877,0.0,71,5536628,0.0128236897981948,3,66112,0.0453775411423039,0,3826525,0.0,0.014550307735124675
